payment_id,order_id,user_id,method,provider,status,amount,processing_time_ms,error_code,created_at
PAY000798,ORD000798,U00750,apple_pay,paystream_v2,success,57.30,160,,2024-12-17 16:55:17
PAY000799,ORD000799,U03594,paypal,paystream_v2,success,48.29,125,,2024-12-17 21:39:01
PAY000800,ORD000800,U02906,paypal,paystream_v2,timeout,48.53,85,GATEWAY_TIMEOUT,2024-12-17 14:12:05
PAY000801,ORD000801,U00813,credit_card,paystream_v2,success,51.98,102,,2024-12-17 15:38:08
PAY000802,ORD000802,U00746,credit_card,paystream_v2,success,52.17,102,,2024-12-17 10:05:11
PAY000803,ORD000803,U04606,paypal,paystream_v2,failed,21.17,140,GATEWAY_TIMEOUT,2024-12-17 18:53:13
PAY000804,ORD000804,U01901,credit_card,paystream_v2,success,55.14,146,,2024-12-17 09:29:44
PAY000805,ORD000805,U02502,apple_pay,paystream_v2,success,23.53,86,,2024-12-17 14:45:31
PAY000806,ORD000806,U01903,paypal,paystream_v2,success,44.28,158,,2024-12-17 14:16:11
PAY000807,ORD000807,U00492,paypal,paystream_v2,success,55.32,117,,2024-12-17 01:16:11
PAY000808,ORD000808,U02242,apple_pay,paystream_v2,success,26.74,93,,2024-12-17 14:04:39
PAY000809,ORD000809,U01582,credit_card,paystream_v2,success,30.41,122,,2024-12-17 18:36:08
PAY000810,ORD000810,U04699,credit_card,paystream_v2,success,25.18,104,,2024-12-17 17:58:00
PAY000811,ORD000811,U02999,credit_card,paystream_v2,success,31.15,127,,2024-12-17 18:31:31
PAY000812,ORD000812,U03929,paypal,paystream_v2,success,25.07,146,,2024-12-17 19:31:13
PAY000813,ORD000813,U01933,google_pay,paystream_v2,success,21.70,153,,2024-12-17 17:27:43
PAY000814,ORD000814,U00388,google_pay,paystream_v2,success,41.23,143,,2024-12-17 11:06:42
PAY000815,ORD000815,U00365,credit_card,paystream_v2,failed,44.50,80,CARD_DECLINED,2024-12-17 03:21:12
PAY000816,ORD000816,U00438,credit_card,paystream_v2,success,54.08,156,,2024-12-17 15:33:53
PAY000817,ORD000817,U01587,google_pay,paystream_v2,success,47.93,146,,2024-12-17 10:52:46
PAY000818,ORD000818,U02142,credit_card,paystream_v2,success,55.79,118,,2024-12-17 19:33:48
PAY000819,ORD000819,U04485,credit_card,paystream_v2,success,57.35,157,,2024-12-17 19:19:13
PAY000820,ORD000820,U04614,google_pay,paystream_v2,failed,26.18,97,PAYMENT_PROVIDER_ERROR,2024-12-17 14:22:35
PAY000821,ORD000821,U04978,credit_card,paystream_v2,success,24.23,132,,2024-12-17 08:07:27
PAY000822,ORD000822,U03840,credit_card,paystream_v2,success,23.36,93,,2024-12-17 05:00:39
PAY000823,ORD000823,U03120,credit_card,paystream_v2,success,35.09,101,,2024-12-17 17:04:59
PAY000824,ORD000824,U02894,apple_pay,paystream_v2,success,47.15,151,,2024-12-17 19:51:15
PAY000825,ORD000825,U01077,google_pay,paystream_v2,success,43.71,149,,2024-12-17 13:47:51
PAY000826,ORD000826,U01181,apple_pay,paystream_v2,success,25.05,121,,2024-12-17 06:16:36
PAY000827,ORD000827,U01608,paypal,paystream_v2,success,52.90,115,,2024-12-17 03:54:31
PAY000828,ORD000828,U00080,credit_card,paystream_v2,success,29.44,118,,2024-12-17 12:41:32
PAY000829,ORD000829,U04742,paypal,paystream_v2,success,56.27,157,,2024-12-17 07:07:49
PAY000830,ORD000830,U03721,google_pay,paystream_v2,success,51.50,159,,2024-12-17 19:33:20
PAY000831,ORD000831,U01310,credit_card,paystream_v2,success,55.98,117,,2024-12-17 14:35:48
PAY000832,ORD000832,U03232,credit_card,paystream_v2,success,36.88,85,,2024-12-17 13:23:27
PAY000833,ORD000833,U00567,credit_card,paystream_v2,success,54.79,100,,2024-12-17 10:47:02
PAY000834,ORD000834,U00154,apple_pay,paystream_v2,success,33.49,87,,2024-12-17 14:41:56
PAY000835,ORD000835,U02250,google_pay,paystream_v2,success,49.45,101,,2024-12-17 07:50:04
PAY000836,ORD000836,U03885,credit_card,paystream_v2,success,59.95,94,,2024-12-17 16:21:47
PAY000837,ORD000837,U02301,paypal,paystream_v2,success,24.25,134,,2024-12-17 10:43:03
PAY000838,ORD000838,U04656,credit_card,paystream_v2,success,18.47,90,,2024-12-17 19:13:31
PAY000839,ORD000839,U03625,credit_card,paystream_v2,success,16.24,88,,2024-12-17 14:08:56
PAY000840,ORD000840,U00126,apple_pay,paystream_v2,success,59.32,145,,2024-12-17 08:30:09
PAY000841,ORD000841,U02040,credit_card,paystream_v2,success,52.27,132,,2024-12-17 18:08:19
PAY000842,ORD000842,U02585,apple_pay,paystream_v2,success,25.97,88,,2024-12-17 19:20:03
PAY000843,ORD000843,U01833,google_pay,paystream_v2,success,40.90,159,,2024-12-17 12:57:14
PAY000844,ORD000844,U04163,credit_card,paystream_v2,timeout,43.61,120,GATEWAY_TIMEOUT,2024-12-17 20:10:58
PAY000845,ORD000845,U03796,paypal,paystream_v2,success,42.96,96,,2024-12-17 20:38:01
PAY000846,ORD000846,U01623,credit_card,paystream_v2,success,58.89,139,,2024-12-17 21:34:06
PAY000847,ORD000847,U04177,google_pay,paystream_v2,success,39.28,133,,2024-12-17 21:16:17
PAY000848,ORD000848,U03105,apple_pay,paystream_v2,success,35.10,155,,2024-12-17 18:34:49
PAY000849,ORD000849,U04217,credit_card,paystream_v2,success,28.25,128,,2024-12-17 22:16:03
PAY000850,ORD000850,U03349,paypal,paystream_v2,success,55.69,123,,2024-12-17 21:59:44
PAY000851,ORD000851,U02331,credit_card,paystream_v2,success,50.89,104,,2024-12-17 15:11:03
PAY000852,ORD000852,U03706,credit_card,paystream_v2,success,37.43,133,,2024-12-17 19:43:15
PAY000853,ORD000853,U00228,credit_card,paystream_v2,success,25.08,105,,2024-12-17 17:19:55
PAY000854,ORD000854,U00500,apple_pay,paystream_v2,failed,43.35,91,GATEWAY_TIMEOUT,2024-12-17 06:16:50
PAY000855,ORD000855,U02397,paypal,paystream_v2,success,28.92,89,,2024-12-17 22:00:02
PAY000856,ORD000856,U00181,credit_card,paystream_v2,success,28.18,98,,2024-12-17 20:16:39
PAY000857,ORD000857,U02885,credit_card,paystream_v2,success,28.31,109,,2024-12-17 20:22:10
PAY000858,ORD000858,U00183,credit_card,paystream_v2,success,59.71,151,,2024-12-17 16:55:18
PAY000859,ORD000859,U01290,credit_card,paystream_v2,success,34.96,145,,2024-12-17 22:33:02
PAY000860,ORD000860,U03317,paypal,paystream_v2,success,48.23,92,,2024-12-17 14:10:42
PAY000861,ORD000861,U04103,credit_card,paystream_v2,success,30.88,150,,2024-12-17 12:35:43
PAY000862,ORD000862,U03126,apple_pay,paystream_v2,success,16.01,121,,2024-12-17 12:01:28
PAY000863,ORD000863,U04821,paypal,paystream_v2,success,49.91,130,,2024-12-17 17:43:17
PAY000864,ORD000864,U04468,credit_card,paystream_v2,success,53.55,148,,2024-12-17 18:56:12
PAY000865,ORD000865,U04336,credit_card,paystream_v2,success,43.16,84,,2024-12-17 21:49:52
PAY000866,ORD000866,U02344,credit_card,paystream_v2,success,41.28,100,,2024-12-17 06:23:19
PAY000867,ORD000867,U00471,credit_card,paystream_v2,failed,37.95,87,CARD_DECLINED,2024-12-17 11:37:26
PAY000868,ORD000868,U04783,paypal,paystream_v2,success,55.62,157,,2024-12-17 18:05:42
PAY000869,ORD000869,U01006,google_pay,paystream_v2,success,55.26,108,,2024-12-17 07:51:50
PAY000870,ORD000870,U04190,credit_card,paystream_v2,success,20.71,150,,2024-12-17 18:17:49
PAY000871,ORD000871,U03959,google_pay,paystream_v2,success,51.77,130,,2024-12-17 15:47:45
PAY000872,ORD000872,U00902,credit_card,paystream_v2,success,53.66,114,,2024-12-17 11:33:58
PAY000873,ORD000873,U01564,credit_card,paystream_v2,success,55.01,129,,2024-12-17 11:21:54
PAY000874,ORD000874,U02972,google_pay,paystream_v2,success,55.37,126,,2024-12-17 22:37:09
PAY000875,ORD000875,U01598,credit_card,paystream_v2,success,48.37,101,,2024-12-17 14:01:41
PAY000876,ORD000876,U03876,credit_card,paystream_v2,success,36.53,85,,2024-12-17 18:30:26
PAY000877,ORD000877,U04434,credit_card,paystream_v2,success,36.15,82,,2024-12-17 14:20:15
PAY000878,ORD000878,U01430,paypal,paystream_v2,success,20.02,143,,2024-12-17 14:07:27
PAY000879,ORD000879,U04209,paypal,paystream_v2,success,34.87,80,,2024-12-17 13:44:25
PAY000880,ORD000880,U03852,google_pay,paystream_v2,success,18.67,159,,2024-12-17 10:23:10
PAY000881,ORD000881,U02422,credit_card,paystream_v2,success,30.41,146,,2024-12-17 16:07:28
PAY000882,ORD000882,U04694,credit_card,paystream_v2,success,38.89,158,,2024-12-17 19:28:20
PAY000883,ORD000883,U00150,credit_card,paystream_v2,success,31.86,83,,2024-12-17 19:13:50
PAY000884,ORD000884,U03100,credit_card,paystream_v2,success,45.19,133,,2024-12-17 14:42:19
PAY000885,ORD000885,U04037,credit_card,paystream_v2,success,36.49,129,,2024-12-17 20:07:17
PAY000886,ORD000886,U04240,apple_pay,paystream_v2,success,57.51,145,,2024-12-17 22:47:01
PAY000887,ORD000887,U02022,google_pay,paystream_v2,success,58.32,102,,2024-12-17 11:40:53
PAY000888,ORD000888,U03852,google_pay,paystream_v2,success,54.51,131,,2024-12-17 20:08:23
PAY000889,ORD000889,U02020,apple_pay,paystream_v2,success,26.63,102,,2024-12-17 21:35:17
PAY000890,ORD000890,U03193,paypal,paystream_v2,success,45.11,102,,2024-12-17 21:48:43
PAY000891,ORD000891,U02280,apple_pay,paystream_v2,success,46.04,146,,2024-12-17 00:57:21
PAY000892,ORD000892,U03237,apple_pay,paystream_v2,success,50.12,106,,2024-12-17 09:59:46
PAY000893,ORD000893,U02884,credit_card,paystream_v2,success,46.80,107,,2024-12-17 13:36:20
PAY000894,ORD000894,U04914,google_pay,paystream_v2,success,37.41,159,,2024-12-17 15:17:53
PAY000895,ORD000895,U00817,paypal,paystream_v2,success,54.66,101,,2024-12-17 20:01:15
PAY000896,ORD000896,U04014,apple_pay,paystream_v2,success,39.31,159,,2024-12-17 09:29:27
PAY000897,ORD000897,U01687,credit_card,paystream_v2,success,39.34,103,,2024-12-17 19:52:51
PAY000898,ORD000898,U00993,credit_card,paystream_v2,timeout,31.22,114,GATEWAY_TIMEOUT,2024-12-17 14:53:25
PAY000899,ORD000899,U02220,credit_card,paystream_v2,success,25.08,135,,2024-12-17 19:43:33
PAY000900,ORD000900,U02670,credit_card,paystream_v2,success,19.78,104,,2024-12-17 15:04:37
PAY000901,ORD000901,U01796,apple_pay,paystream_v2,success,34.27,141,,2024-12-17 20:43:30
PAY000902,ORD000902,U01806,paypal,paystream_v2,failed,22.92,142,GATEWAY_TIMEOUT,2024-12-17 12:04:22
PAY000903,ORD000903,U04502,apple_pay,paystream_v2,success,17.79,156,,2024-12-17 09:03:30
PAY000904,ORD000904,U00132,paypal,paystream_v2,success,17.85,150,,2024-12-17 20:19:52
PAY000905,ORD000905,U00113,credit_card,paystream_v2,success,24.38,157,,2024-12-17 11:11:53
PAY000906,ORD000906,U02994,credit_card,paystream_v2,success,22.90,131,,2024-12-17 17:06:35
PAY000907,ORD000907,U03580,paypal,paystream_v2,success,40.97,125,,2024-12-17 16:07:07
PAY000908,ORD000908,U00936,credit_card,paystream_v2,success,53.12,105,,2024-12-17 11:15:04
PAY000909,ORD000909,U02801,credit_card,paystream_v2,success,39.90,89,,2024-12-17 21:16:27
PAY000910,ORD000910,U03088,paypal,paystream_v2,success,19.31,128,,2024-12-17 09:51:12
PAY000911,ORD000911,U02917,credit_card,paystream_v2,success,59.16,82,,2024-12-17 16:24:27
PAY000912,ORD000912,U03575,paypal,paystream_v2,success,26.42,147,,2024-12-17 22:18:52
PAY000913,ORD000913,U01956,apple_pay,paystream_v2,success,36.68,132,,2024-12-17 18:56:18
PAY000914,ORD000914,U02748,paypal,paystream_v2,success,28.50,128,,2024-12-17 19:15:19
PAY000915,ORD000915,U03474,google_pay,paystream_v2,success,29.60,150,,2024-12-17 01:46:11
PAY000916,ORD000916,U02439,credit_card,paystream_v2,success,45.77,117,,2024-12-17 13:13:52
PAY000917,ORD000917,U01512,apple_pay,paystream_v2,success,17.10,94,,2024-12-17 12:10:27
PAY000918,ORD000918,U01403,apple_pay,paystream_v2,success,53.79,94,,2024-12-17 11:49:44
PAY000919,ORD000919,U03843,google_pay,paystream_v2,success,21.46,157,,2024-12-17 19:48:45
PAY000920,ORD000920,U04934,google_pay,paystream_v2,success,48.02,105,,2024-12-17 14:53:17
PAY000921,ORD000921,U00385,credit_card,paystream_v2,success,53.48,106,,2024-12-17 13:32:31
PAY000922,ORD000922,U02728,paypal,paystream_v2,success,32.26,105,,2024-12-17 05:01:28
PAY000923,ORD000923,U01583,credit_card,paystream_v2,success,31.97,80,,2024-12-17 19:20:11
PAY000924,ORD000924,U01438,credit_card,paystream_v2,success,48.46,152,,2024-12-17 06:32:03
PAY000925,ORD000925,U02729,credit_card,paystream_v2,success,26.87,126,,2024-12-17 00:51:06
PAY000926,ORD000926,U00735,google_pay,paystream_v2,success,49.90,82,,2024-12-17 19:15:29
PAY000927,ORD000927,U01714,credit_card,paystream_v2,success,31.40,128,,2024-12-17 07:39:25
PAY000928,ORD000928,U03383,credit_card,paystream_v2,success,16.35,122,,2024-12-17 12:57:04
PAY000929,ORD000929,U00166,google_pay,paystream_v2,success,47.37,135,,2024-12-17 12:28:53
PAY000930,ORD000930,U00890,apple_pay,paystream_v2,success,36.47,89,,2024-12-17 19:45:04
PAY000931,ORD000931,U03622,credit_card,paystream_v2,success,27.39,119,,2024-12-17 21:28:23
PAY000932,ORD000932,U00264,credit_card,paystream_v2,failed,59.95,119,INSUFFICIENT_FUNDS,2024-12-17 22:45:59
PAY000933,ORD000933,U04713,credit_card,paystream_v2,success,24.59,161,,2024-12-17 20:30:51
PAY000934,ORD000934,U00242,credit_card,paystream_v2,success,52.87,116,,2024-12-17 07:56:18
PAY000935,ORD000935,U02311,paypal,paystream_v2,success,18.45,136,,2024-12-17 15:54:10
PAY000936,ORD000936,U00835,credit_card,paystream_v2,success,45.48,101,,2024-12-17 23:26:04
PAY000937,ORD000937,U03594,credit_card,paystream_v2,success,27.15,137,,2024-12-17 13:25:03
PAY000938,ORD000938,U02998,credit_card,paystream_v2,success,58.91,139,,2024-12-17 12:46:02
PAY000939,ORD000939,U04319,credit_card,paystream_v2,success,18.76,118,,2024-12-17 18:01:50
PAY000940,ORD000940,U02905,apple_pay,paystream_v2,success,17.37,118,,2024-12-17 19:59:04
PAY000941,ORD000941,U03146,credit_card,paystream_v2,success,42.51,87,,2024-12-17 22:52:40
PAY000942,ORD000942,U01457,apple_pay,paystream_v2,success,33.28,98,,2024-12-17 19:44:55
PAY000943,ORD000943,U04672,apple_pay,paystream_v2,success,42.31,106,,2024-12-17 20:16:58
PAY000944,ORD000944,U04991,credit_card,paystream_v2,success,31.92,110,,2024-12-17 12:53:17
PAY000945,ORD000945,U02960,apple_pay,paystream_v2,success,53.92,132,,2024-12-17 12:56:16
PAY000946,ORD000946,U03852,google_pay,paystream_v2,success,33.68,129,,2024-12-17 19:31:21
PAY000947,ORD000947,U04554,credit_card,paystream_v2,success,48.24,104,,2024-12-17 19:06:50
PAY000948,ORD000948,U00948,paypal,paystream_v2,success,17.50,114,,2024-12-17 02:04:36
PAY000949,ORD000949,U04369,credit_card,paystream_v2,success,30.94,150,,2024-12-17 15:25:31
PAY000950,ORD000950,U02134,google_pay,paystream_v2,success,54.94,82,,2024-12-17 19:05:57
PAY000951,ORD000951,U02675,credit_card,paystream_v2,success,21.18,133,,2024-12-17 11:09:47
PAY000952,ORD000952,U00182,credit_card,paystream_v2,timeout,39.25,113,GATEWAY_TIMEOUT,2024-12-17 20:04:21
PAY000953,ORD000953,U01148,credit_card,paystream_v2,success,45.11,153,,2024-12-17 22:56:11
PAY000954,ORD000954,U02415,paypal,paystream_v2,success,57.63,80,,2024-12-17 11:16:04
PAY000955,ORD000955,U04783,credit_card,paystream_v2,success,28.27,102,,2024-12-17 21:28:24
PAY000956,ORD000956,U00429,credit_card,paystream_v2,failed,44.40,101,PAYMENT_PROVIDER_ERROR,2024-12-17 14:57:16
PAY000957,ORD000957,U03418,apple_pay,paystream_v2,success,36.26,157,,2024-12-17 10:47:41
PAY000958,ORD000958,U02189,credit_card,paystream_v2,success,48.17,156,,2024-12-17 11:07:55
PAY000959,ORD000959,U00464,credit_card,paystream_v2,success,16.70,151,,2024-12-17 13:05:44
PAY000960,ORD000960,U02367,paypal,paystream_v2,success,49.10,85,,2024-12-17 19:56:00
PAY000961,ORD000961,U04231,apple_pay,paystream_v2,success,39.91,150,,2024-12-17 11:23:23
PAY000962,ORD000962,U00575,credit_card,paystream_v2,success,43.13,146,,2024-12-17 14:02:27
PAY000963,ORD000963,U01250,apple_pay,paystream_v2,success,19.16,129,,2024-12-17 19:11:35
PAY000964,ORD000964,U01655,credit_card,paystream_v2,success,53.89,125,,2024-12-17 01:40:37
PAY000965,ORD000965,U00617,credit_card,paystream_v2,success,22.13,96,,2024-12-17 19:39:31
PAY000966,ORD000966,U01067,paypal,paystream_v2,success,57.92,90,,2024-12-17 22:50:44
PAY000967,ORD000967,U04926,apple_pay,paystream_v2,success,40.93,128,,2024-12-17 19:22:37
PAY000968,ORD000968,U01475,google_pay,paystream_v2,success,45.96,151,,2024-12-17 19:37:47
PAY000969,ORD000969,U04460,paypal,paystream_v2,success,16.32,150,,2024-12-17 19:21:48
PAY000970,ORD000970,U01229,paypal,paystream_v2,success,38.95,103,,2024-12-17 19:55:35
PAY000971,ORD000971,U00806,google_pay,paystream_v2,success,37.09,112,,2024-12-17 19:54:25
PAY000972,ORD000972,U00879,credit_card,paystream_v2,success,17.13,128,,2024-12-17 19:29:03
PAY000973,ORD000973,U03523,apple_pay,paystream_v2,success,42.86,104,,2024-12-17 17:20:07
PAY000974,ORD000974,U03577,apple_pay,paystream_v2,success,18.46,133,,2024-12-17 09:36:25
PAY000975,ORD000975,U01835,credit_card,paystream_v2,success,53.68,124,,2024-12-17 19:24:54
PAY000976,ORD000976,U00642,credit_card,paystream_v2,success,31.19,87,,2024-12-17 12:31:12
PAY000977,ORD000977,U04236,credit_card,paystream_v2,success,42.85,150,,2024-12-17 20:23:02
PAY000978,ORD000978,U04909,credit_card,paystream_v2,success,32.42,128,,2024-12-17 16:35:51
PAY000979,ORD000979,U04275,credit_card,paystream_v2,success,52.01,117,,2024-12-17 20:31:58
PAY000980,ORD000980,U01882,credit_card,paystream_v2,success,55.00,104,,2024-12-17 19:03:40
PAY000981,ORD000981,U03666,credit_card,paystream_v2,success,39.30,104,,2024-12-17 23:15:54
PAY000982,ORD000982,U04496,paypal,paystream_v2,failed,25.41,94,GATEWAY_TIMEOUT,2024-12-17 00:27:03
PAY000983,ORD000983,U02998,credit_card,paystream_v2,success,47.16,151,,2024-12-17 14:44:54
PAY000984,ORD000984,U02541,credit_card,paystream_v2,success,32.27,81,,2024-12-17 20:15:30
PAY000985,ORD000985,U00048,paypal,paystream_v2,success,27.72,118,,2024-12-17 22:40:53
PAY000986,ORD000986,U03867,credit_card,paystream_v2,success,51.96,107,,2024-12-17 13:08:31
PAY000987,ORD000987,U03178,paypal,paystream_v2,success,22.19,132,,2024-12-17 11:07:12
PAY000988,ORD000988,U00472,credit_card,paystream_v2,success,56.45,93,,2024-12-17 21:07:57
PAY000989,ORD000989,U01832,credit_card,paystream_v2,success,29.78,152,,2024-12-17 21:32:49
PAY000990,ORD000990,U02699,paypal,paystream_v2,success,36.81,90,,2024-12-17 09:10:32
PAY000991,ORD000991,U00025,credit_card,paystream_v2,success,22.37,102,,2024-12-17 09:23:44
PAY000992,ORD000992,U03424,apple_pay,paystream_v2,success,29.38,114,,2024-12-17 05:12:21
PAY000993,ORD000993,U04417,credit_card,paystream_v2,success,19.13,95,,2024-12-17 14:43:48
PAY000994,ORD000994,U01824,credit_card,paystream_v2,success,47.38,144,,2024-12-17 23:39:47
PAY000995,ORD000995,U04886,google_pay,paystream_v2,success,43.58,95,,2024-12-17 02:47:05
PAY000996,ORD000996,U00493,credit_card,paystream_v2,success,15.99,149,,2024-12-17 20:31:16
PAY000997,ORD000997,U00229,credit_card,paystream_v2,success,48.07,160,,2024-12-17 12:37:38
PAY000998,ORD000998,U01065,paypal,paystream_v2,success,51.10,96,,2024-12-17 13:39:09
PAY000999,ORD000999,U02141,google_pay,paystream_v2,success,40.73,112,,2024-12-17 11:14:32
PAY001000,ORD001000,U03367,paypal,paystream_v2,success,16.89,139,,2024-12-17 18:11:54
PAY001001,ORD001001,U00475,apple_pay,paystream_v2,success,59.04,136,,2024-12-17 10:51:02
PAY001002,ORD001002,U01434,credit_card,paystream_v2,success,52.32,108,,2024-12-17 10:13:39
PAY001003,ORD001003,U03229,credit_card,paystream_v2,success,21.16,123,,2024-12-17 23:04:36
PAY001004,ORD001004,U04070,credit_card,paystream_v2,success,41.04,123,,2024-12-17 13:13:27
PAY001005,ORD001005,U01817,apple_pay,paystream_v2,success,44.60,99,,2024-12-17 22:44:38
PAY001006,ORD001006,U01428,credit_card,paystream_v2,success,57.85,114,,2024-12-17 08:02:48
PAY001007,ORD001007,U01780,paypal,paystream_v2,success,56.23,86,,2024-12-17 10:41:59
PAY001008,ORD001008,U02761,credit_card,paystream_v2,success,42.78,123,,2024-12-17 21:49:14
PAY001009,ORD001009,U00462,apple_pay,paystream_v2,success,23.93,126,,2024-12-17 20:13:15
PAY001010,ORD001010,U03620,credit_card,paystream_v2,success,38.63,131,,2024-12-17 07:36:24
PAY001011,ORD001011,U01395,apple_pay,paystream_v2,success,16.22,94,,2024-12-17 18:31:01
PAY001012,ORD001012,U00230,credit_card,paystream_v2,success,28.97,132,,2024-12-17 14:27:59
PAY001013,ORD001013,U04853,paypal,paystream_v2,success,36.03,138,,2024-12-17 18:24:02
PAY001014,ORD001014,U02547,google_pay,paystream_v2,success,36.45,142,,2024-12-17 13:27:12
PAY001015,ORD001015,U00277,credit_card,paystream_v2,success,24.23,117,,2024-12-17 10:03:53
PAY001016,ORD001016,U02874,credit_card,paystream_v2,success,24.06,107,,2024-12-17 04:29:01
PAY001017,ORD001017,U03197,credit_card,paystream_v2,success,22.64,82,,2024-12-18 05:43:29
PAY001018,ORD001018,U04925,apple_pay,paystream_v2,success,56.50,98,,2024-12-18 00:32:42
PAY001019,ORD001019,U04424,credit_card,paystream_v2,success,52.33,119,,2024-12-18 09:29:33
PAY001020,ORD001020,U03583,credit_card,paystream_v2,success,37.75,117,,2024-12-18 21:34:36
PAY001021,ORD001021,U00122,paypal,paystream_v2,success,49.88,154,,2024-12-18 20:32:43
PAY001022,ORD001022,U00319,credit_card,paystream_v2,failed,36.89,89,PAYMENT_PROVIDER_ERROR,2024-12-18 19:10:23
PAY001023,ORD001023,U02553,credit_card,paystream_v2,success,29.51,133,,2024-12-18 13:49:04
PAY001024,ORD001024,U03279,google_pay,paystream_v2,success,22.06,150,,2024-12-18 18:39:50
PAY001025,ORD001025,U03330,credit_card,paystream_v2,success,15.38,124,,2024-12-18 15:33:13
PAY001026,ORD001026,U00039,apple_pay,paystream_v2,failed,39.57,128,INSUFFICIENT_FUNDS,2024-12-18 21:16:16
PAY001027,ORD001027,U02360,credit_card,paystream_v2,success,40.81,109,,2024-12-18 19:17:57
PAY001028,ORD001028,U01260,credit_card,paystream_v2,success,26.47,145,,2024-12-18 11:24:58
PAY001029,ORD001029,U04090,google_pay,paystream_v2,success,21.10,118,,2024-12-18 07:04:42
PAY001030,ORD001030,U03592,credit_card,paystream_v2,timeout,34.01,145,GATEWAY_TIMEOUT,2024-12-18 19:19:03
PAY001031,ORD001031,U04502,credit_card,paystream_v2,success,45.77,137,,2024-12-18 02:31:46
PAY001032,ORD001032,U04671,credit_card,paystream_v2,success,24.52,153,,2024-12-18 21:41:49
PAY001033,ORD001033,U02275,credit_card,paystream_v2,success,19.81,81,,2024-12-18 20:33:33
PAY001034,ORD001034,U01582,google_pay,paystream_v2,success,30.01,85,,2024-12-18 14:40:06
PAY001035,ORD001035,U04155,apple_pay,paystream_v2,success,47.15,87,,2024-12-18 09:07:53
PAY001036,ORD001036,U01875,credit_card,paystream_v2,success,59.20,120,,2024-12-18 16:17:46
PAY001037,ORD001037,U01829,paypal,paystream_v2,success,37.36,155,,2024-12-18 13:46:51
PAY001038,ORD001038,U04512,credit_card,paystream_v2,failed,34.56,154,PAYMENT_PROVIDER_ERROR,2024-12-18 11:00:58
PAY001039,ORD001039,U02697,paypal,paystream_v2,success,47.17,130,,2024-12-18 21:48:07
PAY001040,ORD001040,U04232,credit_card,paystream_v2,success,33.28,129,,2024-12-18 08:39:44
PAY001041,ORD001041,U03688,google_pay,paystream_v2,success,52.91,125,,2024-12-18 08:57:21
PAY001042,ORD001042,U01658,google_pay,paystream_v2,success,26.84,84,,2024-12-18 13:29:11
PAY001043,ORD001043,U03148,google_pay,paystream_v2,success,17.47,89,,2024-12-18 08:45:26
PAY001044,ORD001044,U01497,credit_card,paystream_v2,failed,34.51,154,GATEWAY_TIMEOUT,2024-12-18 11:49:16
PAY001045,ORD001045,U04869,apple_pay,paystream_v2,success,34.72,138,,2024-12-18 10:26:42
PAY001046,ORD001046,U01209,google_pay,paystream_v2,success,42.73,127,,2024-12-18 20:42:48
PAY001047,ORD001047,U02186,google_pay,paystream_v2,success,21.98,155,,2024-12-18 11:41:32
PAY001048,ORD001048,U01012,google_pay,paystream_v2,success,33.55,136,,2024-12-18 07:14:23
PAY001049,ORD001049,U04700,credit_card,paystream_v2,success,43.86,85,,2024-12-18 21:12:31
PAY001050,ORD001050,U00436,paypal,paystream_v2,success,28.74,110,,2024-12-18 09:09:30
PAY001051,ORD001051,U03467,apple_pay,paystream_v2,failed,44.14,108,GATEWAY_TIMEOUT,2024-12-18 19:09:52
PAY001052,ORD001052,U02724,paypal,paystream_v2,failed,43.65,112,PAYMENT_PROVIDER_ERROR,2024-12-18 19:04:18
PAY001053,ORD001053,U00201,credit_card,paystream_v2,success,55.82,125,,2024-12-18 04:06:27
PAY001054,ORD001054,U03075,apple_pay,paystream_v2,success,30.29,160,,2024-12-18 19:02:03
PAY001055,ORD001055,U04885,apple_pay,paystream_v2,success,53.44,81,,2024-12-18 19:31:46
PAY001056,ORD001056,U01498,apple_pay,paystream_v2,success,56.01,86,,2024-12-18 20:08:21
PAY001057,ORD001057,U02997,google_pay,paystream_v2,success,37.79,135,,2024-12-18 18:52:12
PAY001058,ORD001058,U01854,apple_pay,paystream_v2,success,19.91,94,,2024-12-18 12:49:57
PAY001059,ORD001059,U01034,credit_card,paystream_v2,success,48.73,136,,2024-12-18 14:42:25
PAY001060,ORD001060,U00363,paypal,paystream_v2,success,51.62,101,,2024-12-18 18:16:00
PAY001061,ORD001061,U02001,credit_card,paystream_v2,success,57.77,101,,2024-12-18 09:29:26
PAY001062,ORD001062,U01322,credit_card,paystream_v2,success,28.96,80,,2024-12-18 11:42:26
PAY001063,ORD001063,U04077,apple_pay,paystream_v2,success,45.86,126,,2024-12-18 20:12:18
PAY001064,ORD001064,U02692,credit_card,paystream_v2,success,53.24,161,,2024-12-18 23:00:10
PAY001065,ORD001065,U03908,credit_card,paystream_v2,success,54.47,97,,2024-12-18 20:57:35
PAY001066,ORD001066,U02736,google_pay,paystream_v2,success,31.16,104,,2024-12-18 15:59:20
PAY001067,ORD001067,U04104,google_pay,paystream_v2,success,17.67,91,,2024-12-18 18:56:20
PAY001068,ORD001068,U04970,apple_pay,paystream_v2,success,50.30,138,,2024-12-18 19:03:51
PAY001069,ORD001069,U02062,credit_card,paystream_v2,failed,47.78,139,GATEWAY_TIMEOUT,2024-12-18 18:40:08
