order_id,user_id,restaurant_id,order_status,total_amount,platform,created_at
ORD004328,U03818,R0044,completed,43.72,web,2024-12-27 19:21:54
ORD004329,U04539,R0036,completed,32.26,ios,2024-12-27 21:27:53
ORD004330,U01211,R0010,cancelled,53.94,android,2024-12-27 18:10:17
ORD004331,U04065,R0006,completed,31.11,ios,2024-12-27 16:32:54
ORD004332,U04668,R0017,cancelled,46.02,web,2024-12-27 18:04:38
ORD004333,U02814,R0014,completed,46.07,android,2024-12-27 13:09:50
ORD004334,U04516,R0035,cancelled,41.49,web,2024-12-27 09:14:31
ORD004335,U03543,R0038,completed,33.85,ios,2024-12-27 10:44:38
ORD004336,U01532,R0029,completed,46.86,android,2024-12-27 21:50:11
ORD004337,U01774,R0045,completed,55.94,ios,2024-12-27 11:34:47
ORD004338,U00552,R0007,completed,34.17,android,2024-12-27 12:47:39
ORD004339,U04401,R0029,completed,57.36,web,2024-12-27 06:17:42
ORD004340,U02266,R0029,cancelled,35.96,web,2024-12-27 10:44:20
ORD004341,U01081,R0034,completed,17.27,android,2024-12-27 09:47:57
ORD004342,U04166,R0026,cancelled,54.62,android,2024-12-27 14:36:04
ORD004343,U03063,R0015,completed,45.88,android,2024-12-27 19:45:43
ORD004344,U01242,R0028,completed,43.85,ios,2024-12-27 18:56:57
ORD004345,U04377,R0019,completed,43.54,ios,2024-12-27 18:03:54
ORD004346,U03983,R0033,completed,50.74,web,2024-12-27 15:10:54
ORD004347,U03440,R0041,completed,26.30,ios,2024-12-27 14:24:59
ORD004348,U01880,R0028,completed,35.31,android,2024-12-27 14:26:35
ORD004349,U01713,R0022,completed,59.96,android,2024-12-27 16:08:43
ORD004350,U00849,R0013,completed,48.43,ios,2024-12-27 10:51:11
ORD004351,U03433,R0020,completed,52.77,web,2024-12-27 16:19:19
ORD004352,U00598,R0050,failed,58.43,ios,2024-12-27 11:50:29
ORD004353,U01068,R0037,cancelled,57.95,ios,2024-12-27 13:42:32
ORD004354,U02468,R0046,completed,27.42,ios,2024-12-27 19:36:27
ORD004355,U01599,R0001,completed,50.53,ios,2024-12-27 18:32:28
ORD004356,U01158,R0037,cancelled,17.14,ios,2024-12-27 11:48:23
ORD004357,U00637,R0041,cancelled,44.89,ios,2024-12-27 09:25:09
ORD004358,U02048,R0030,cancelled,33.67,ios,2024-12-27 16:09:46
ORD004359,U00181,R0028,completed,33.84,web,2024-12-27 12:26:56
ORD004360,U03512,R0027,cancelled,50.21,android,2024-12-27 10:03:28
ORD004361,U00495,R0037,completed,55.77,ios,2024-12-27 21:45:56
ORD004362,U03345,R0015,completed,55.88,ios,2024-12-27 22:08:21
ORD004363,U02492,R0036,completed,26.47,android,2024-12-27 07:06:30
ORD004364,U00388,R0044,completed,45.99,android,2024-12-27 12:59:44
ORD004365,U03399,R0007,completed,45.97,android,2024-12-27 13:52:34
ORD004366,U04618,R0022,completed,56.22,ios,2024-12-27 07:35:37
ORD004367,U02885,R0041,cancelled,55.64,android,2024-12-27 16:29:33
ORD004368,U04769,R0042,completed,35.83,ios,2024-12-27 13:22:54
ORD004369,U01676,R0049,completed,19.78,ios,2024-12-27 20:16:57
ORD004370,U04362,R0005,completed,50.50,android,2024-12-27 04:41:21
ORD004371,U02671,R0022,failed,51.16,web,2024-12-27 05:57:28
ORD004372,U04615,R0035,completed,57.01,web,2024-12-27 20:59:19
ORD004373,U01932,R0038,cancelled,18.70,ios,2024-12-27 20:40:18
ORD004374,U04446,R0033,completed,23.73,ios,2024-12-27 13:57:15
ORD004375,U02644,R0031,cancelled,15.19,ios,2024-12-27 09:43:01
ORD004376,U04928,R0027,completed,55.68,android,2024-12-27 23:39:08
ORD004377,U01555,R0015,cancelled,32.45,ios,2024-12-27 07:14:18
ORD004378,U00996,R0017,completed,47.19,ios,2024-12-27 13:01:09
ORD004379,U02750,R0026,completed,59.98,android,2024-12-27 08:35:01
ORD004380,U03674,R0045,completed,38.43,ios,2024-12-27 12:04:12
ORD004381,U02776,R0012,completed,45.31,android,2024-12-27 21:46:18
ORD004382,U04921,R0045,cancelled,38.83,ios,2024-12-27 12:39:57
ORD004383,U04899,R0032,completed,39.02,ios,2024-12-27 10:07:50
ORD004384,U01077,R0049,completed,20.86,android,2024-12-27 18:14:39
ORD004385,U04304,R0021,completed,28.78,ios,2024-12-27 21:30:03
ORD004386,U03044,R0019,failed,51.26,ios,2024-12-27 21:44:19
ORD004387,U01955,R0013,completed,23.23,android,2024-12-27 21:26:53
ORD004388,U04514,R0031,completed,16.54,android,2024-12-27 19:19:37
ORD004389,U00652,R0018,failed,45.35,android,2024-12-27 13:06:30
ORD004390,U02370,R0033,completed,40.42,web,2024-12-27 12:13:44
ORD004391,U00099,R0001,completed,27.42,ios,2024-12-27 11:19:21
ORD004392,U01554,R0009,completed,37.33,android,2024-12-27 13:29:13
ORD004393,U03730,R0045,completed,40.90,ios,2024-12-27 13:16:19
ORD004394,U04501,R0047,cancelled,57.77,ios,2024-12-27 09:58:37
ORD004395,U00704,R0019,completed,44.21,ios,2024-12-27 10:38:10
ORD004396,U00250,R0004,completed,41.09,web,2024-12-27 23:45:51
ORD004397,U01291,R0020,cancelled,48.50,android,2024-12-27 16:58:01
ORD004398,U03168,R0023,completed,25.62,android,2024-12-27 18:30:01
ORD004399,U03464,R0017,completed,16.58,web,2024-12-27 20:17:35
ORD004400,U04611,R0032,cancelled,40.05,android,2024-12-27 20:57:31
ORD004401,U01210,R0017,failed,32.90,ios,2024-12-27 19:36:40
ORD004402,U01329,R0008,failed,39.56,android,2024-12-27 18:49:31
ORD004403,U00149,R0021,completed,16.71,android,2024-12-27 18:50:06
ORD004404,U02632,R0039,completed,15.57,ios,2024-12-27 10:21:26
ORD004405,U00866,R0030,completed,59.00,android,2024-12-27 06:42:23
ORD004406,U00974,R0032,completed,51.28,ios,2024-12-27 17:23:15
ORD004407,U00944,R0030,completed,36.73,ios,2024-12-27 00:39:35
ORD004408,U02601,R0037,completed,34.86,android,2024-12-27 06:43:46
ORD004409,U02771,R0021,completed,57.50,ios,2024-12-27 13:13:47
ORD004410,U04966,R0009,completed,38.38,ios,2024-12-27 20:53:29
ORD004411,U00203,R0038,completed,35.48,web,2024-12-27 20:35:35
ORD004412,U01326,R0050,completed,39.85,ios,2024-12-27 23:31:46
ORD004413,U00944,R0038,completed,45.33,ios,2024-12-27 13:11:40
ORD004414,U01058,R0004,completed,45.91,android,2024-12-27 21:53:30
ORD004415,U02119,R0042,completed,19.24,web,2024-12-27 15:06:47
ORD004416,U04626,R0001,completed,16.67,android,2024-12-27 10:10:10
ORD004417,U02796,R0026,completed,23.01,ios,2024-12-27 13:11:39
ORD004418,U01230,R0027,completed,50.11,web,2024-12-27 11:05:46
ORD004419,U00930,R0033,completed,46.57,web,2024-12-27 09:25:12
ORD004420,U02807,R0044,completed,15.21,android,2024-12-27 19:55:41
ORD004421,U04611,R0050,completed,40.16,android,2024-12-27 12:40:56
ORD004422,U04073,R0021,completed,43.91,ios,2024-12-27 18:28:29
ORD004423,U01739,R0023,cancelled,36.07,ios,2024-12-27 10:26:33
ORD004424,U02092,R0002,completed,29.64,ios,2024-12-27 20:08:27
ORD004425,U00669,R0041,completed,18.99,ios,2024-12-27 21:58:57
ORD004426,U00161,R0031,completed,24.56,ios,2024-12-27 20:35:42
ORD004427,U00747,R0041,cancelled,21.38,ios,2024-12-27 11:12:47
ORD004428,U03799,R0027,cancelled,30.76,android,2024-12-27 20:03:04
ORD004429,U02623,R0022,completed,23.03,ios,2024-12-27 19:45:03
ORD004430,U00782,R0005,completed,42.35,ios,2024-12-27 08:32:01
ORD004431,U02079,R0041,completed,20.55,android,2024-12-27 06:56:54
ORD004432,U01688,R0002,completed,44.89,web,2024-12-27 09:10:46
ORD004433,U00309,R0005,cancelled,20.11,web,2024-12-27 14:49:48
ORD004434,U00309,R0034,completed,23.18,web,2024-12-27 04:36:03
ORD004435,U01346,R0036,completed,15.37,android,2024-12-27 07:38:15
ORD004436,U00597,R0039,completed,19.20,android,2024-12-27 08:07:16
ORD004437,U04747,R0008,completed,50.44,ios,2024-12-27 13:02:36
ORD004438,U02136,R0019,completed,39.28,ios,2024-12-27 21:04:52
ORD004439,U03184,R0015,completed,58.22,ios,2024-12-27 11:55:30
ORD004440,U03395,R0048,cancelled,17.52,android,2024-12-27 10:12:46
ORD004441,U01694,R0031,completed,30.19,android,2024-12-27 19:36:54
ORD004442,U04574,R0036,completed,23.70,ios,2024-12-27 10:41:24
ORD004443,U01387,R0003,completed,59.35,web,2024-12-27 18:33:21
ORD004444,U00402,R0007,completed,39.54,android,2024-12-27 13:30:01
ORD004445,U04255,R0024,completed,36.26,ios,2024-12-27 13:08:58
ORD004446,U00312,R0046,completed,32.55,android,2024-12-27 11:49:48
ORD004447,U00206,R0031,completed,24.30,ios,2024-12-27 12:35:24
ORD004448,U04770,R0033,completed,17.95,android,2024-12-27 22:34:01
ORD004449,U04410,R0042,completed,53.35,ios,2024-12-27 08:56:27
ORD004450,U00351,R0034,completed,29.29,android,2024-12-27 13:20:03
ORD004451,U01650,R0034,completed,19.48,android,2024-12-27 11:48:37
ORD004452,U03878,R0048,completed,42.10,ios,2024-12-27 09:49:13
ORD004453,U01901,R0007,completed,41.33,android,2024-12-27 08:52:14
ORD004454,U01282,R0013,completed,27.57,android,2024-12-27 17:19:05
ORD004455,U03203,R0012,completed,40.82,ios,2024-12-27 17:29:29
ORD004456,U03776,R0030,completed,19.01,android,2024-12-27 17:52:41
ORD004457,U03687,R0002,completed,17.63,ios,2024-12-27 08:52:58
ORD004458,U03444,R0032,cancelled,37.57,android,2024-12-27 21:30:42
ORD004459,U02532,R0043,completed,46.88,android,2024-12-27 15:36:54
ORD004460,U00564,R0050,completed,35.28,ios,2024-12-27 20:35:19
ORD004461,U00499,R0039,completed,43.86,ios,2024-12-27 22:40:21
ORD004462,U02605,R0027,completed,46.72,ios,2024-12-27 00:56:58
ORD004463,U02152,R0034,completed,40.52,web,2024-12-27 21:52:23
ORD004464,U04082,R0011,completed,53.77,android,2024-12-27 19:29:12
ORD004465,U03064,R0017,completed,16.15,android,2024-12-27 11:07:37
ORD004466,U02569,R0008,completed,33.46,ios,2024-12-27 22:31:28
ORD004467,U00971,R0032,completed,40.65,web,2024-12-27 10:36:54
ORD004468,U02109,R0013,cancelled,49.21,ios,2024-12-27 16:21:07
ORD004469,U02734,R0028,failed,27.70,web,2024-12-27 14:47:49
ORD004470,U01618,R0014,completed,18.71,ios,2024-12-27 22:48:49
ORD004471,U03941,R0018,cancelled,52.75,android,2024-12-27 12:24:22
ORD004472,U04476,R0007,completed,29.56,ios,2024-12-27 21:00:30
ORD004473,U04853,R0015,cancelled,55.10,ios,2024-12-27 14:52:03
ORD004474,U00341,R0010,completed,47.29,ios,2024-12-27 08:20:51
ORD004475,U01644,R0004,completed,36.77,ios,2024-12-27 19:43:30
ORD004476,U03959,R0032,completed,29.09,android,2024-12-27 19:32:27
ORD004477,U04041,R0029,failed,21.33,web,2024-12-27 02:54:38
ORD004478,U02348,R0022,completed,57.22,android,2024-12-27 20:41:45
ORD004479,U03244,R0045,completed,21.66,android,2024-12-27 10:40:22
ORD004480,U00071,R0041,completed,40.10,ios,2024-12-27 14:05:14
ORD004481,U03405,R0004,cancelled,41.60,android,2024-12-28 19:27:46
ORD004482,U03863,R0024,completed,37.82,ios,2024-12-28 14:32:56
ORD004483,U01313,R0030,completed,52.53,android,2024-12-28 13:41:44
ORD004484,U00723,R0023,cancelled,30.36,android,2024-12-28 13:34:16
ORD004485,U03353,R0008,completed,51.13,android,2024-12-28 14:53:53
ORD004486,U01374,R0004,completed,50.29,web,2024-12-28 11:42:17
ORD004487,U02640,R0004,completed,23.24,ios,2024-12-28 12:54:20
ORD004488,U00482,R0004,completed,38.00,android,2024-12-28 14:53:27
ORD004489,U02334,R0021,failed,37.04,ios,2024-12-28 10:47:32
ORD004490,U04021,R0049,cancelled,38.39,ios,2024-12-28 01:46:13
ORD004491,U03811,R0026,completed,29.80,android,2024-12-28 13:06:07
ORD004492,U03706,R0039,completed,41.33,ios,2024-12-28 13:08:08
ORD004493,U04198,R0027,completed,19.05,ios,2024-12-28 18:19:52
ORD004494,U02603,R0042,failed,45.64,android,2024-12-28 10:01:45
ORD004495,U02375,R0009,cancelled,26.75,android,2024-12-28 21:58:20
ORD004496,U00590,R0035,completed,57.51,android,2024-12-28 12:11:55
ORD004497,U03844,R0001,completed,33.11,android,2024-12-28 13:55:56
ORD004498,U03948,R0024,failed,39.38,ios,2024-12-28 09:45:53
ORD004499,U00394,R0042,completed,17.80,web,2024-12-28 11:28:12
ORD004500,U03447,R0027,cancelled,37.31,ios,2024-12-28 20:44:10
ORD004501,U04202,R0028,completed,43.80,ios,2024-12-28 12:30:53
ORD004502,U03849,R0043,completed,21.13,web,2024-12-28 22:04:44
ORD004503,U00394,R0016,completed,41.22,web,2024-12-28 21:51:37
ORD004504,U04586,R0004,completed,22.60,web,2024-12-28 09:28:27
ORD004505,U00949,R0012,completed,49.84,android,2024-12-28 22:49:58
ORD004506,U01187,R0024,completed,16.25,android,2024-12-28 10:26:26
ORD004507,U04751,R0038,completed,27.93,android,2024-12-28 16:31:35
ORD004508,U04497,R0031,completed,27.56,ios,2024-12-28 09:18:21
ORD004509,U03148,R0022,completed,57.85,android,2024-12-28 15:27:34
ORD004510,U01504,R0030,failed,45.91,ios,2024-12-28 06:46:11
ORD004511,U00443,R0031,completed,37.50,web,2024-12-28 12:37:37
ORD004512,U04336,R0019,cancelled,27.23,web,2024-12-28 22:12:37
ORD004513,U01645,R0018,completed,37.19,ios,2024-12-28 11:37:43
ORD004514,U02079,R0021,completed,57.28,android,2024-12-28 11:30:07
ORD004515,U00350,R0029,completed,25.44,ios,2024-12-28 12:02:34
ORD004516,U01721,R0018,completed,21.35,ios,2024-12-28 16:40:28
ORD004517,U04547,R0021,completed,23.91,ios,2024-12-28 15:34:14
ORD004518,U03002,R0031,completed,46.56,android,2024-12-28 15:23:32
ORD004519,U00649,R0038,completed,49.27,android,2024-12-28 11:11:17
ORD004520,U02823,R0044,completed,56.16,ios,2024-12-28 06:33:33
ORD004521,U02184,R0047,completed,27.13,ios,2024-12-28 18:27:06
ORD004522,U03310,R0014,completed,39.29,android,2024-12-28 10:04:01
ORD004523,U02227,R0016,failed,37.42,android,2024-12-28 18:10:04
ORD004524,U00201,R0036,completed,20.75,android,2024-12-28 12:19:02
ORD004525,U03667,R0019,completed,42.53,ios,2024-12-28 23:39:01
ORD004526,U02609,R0023,completed,58.84,android,2024-12-28 06:00:04
ORD004527,U02029,R0002,completed,28.18,android,2024-12-28 12:35:07
ORD004528,U01461,R0031,failed,57.39,ios,2024-12-28 20:46:23
ORD004529,U04901,R0032,cancelled,41.89,ios,2024-12-28 14:53:37
ORD004530,U01192,R0010,completed,52.06,ios,2024-12-28 08:57:05
ORD004531,U02692,R0018,completed,55.09,android,2024-12-28 05:31:16
ORD004532,U01377,R0025,completed,22.40,ios,2024-12-28 17:13:10
ORD004533,U03449,R0032,completed,32.30,web,2024-12-28 17:13:20
ORD004534,U01340,R0038,completed,27.57,ios,2024-12-28 11:30:11
ORD004535,U00817,R0028,completed,27.90,web,2024-12-28 14:15:41
ORD004536,U02928,R0048,completed,25.62,ios,2024-12-28 04:56:59
ORD004537,U01199,R0012,completed,21.13,android,2024-12-28 12:06:31
ORD004538,U01967,R0034,completed,24.64,android,2024-12-28 18:04:52
ORD004539,U00147,R0040,completed,51.57,android,2024-12-28 20:05:46
ORD004540,U04171,R0006,completed,47.32,android,2024-12-28 23:09:18
ORD004541,U04794,R0043,cancelled,21.40,android,2024-12-28 20:38:27
ORD004542,U01876,R0039,cancelled,37.15,web,2024-12-28 14:32:14
ORD004543,U02065,R0038,completed,37.05,ios,2024-12-28 15:52:01
ORD004544,U03158,R0012,completed,42.50,web,2024-12-28 13:23:53
ORD004545,U03309,R0022,completed,27.13,ios,2024-12-28 11:17:46
ORD004546,U04365,R0015,completed,37.02,ios,2024-12-28 09:50:14
ORD004547,U02434,R0035,completed,24.59,ios,2024-12-28 12:44:28
ORD004548,U04712,R0015,completed,37.17,android,2024-12-28 10:38:12
ORD004549,U00373,R0007,completed,53.92,web,2024-12-28 12:07:09
ORD004550,U02169,R0017,completed,30.59,web,2024-12-28 19:24:28
ORD004551,U04370,R0029,completed,16.57,web,2024-12-28 20:30:05
ORD004552,U00846,R0042,completed,39.30,ios,2024-12-28 19:14:14
ORD004553,U01594,R0050,completed,43.45,ios,2024-12-28 12:07:13
ORD004554,U02930,R0008,cancelled,49.24,ios,2024-12-28 19:46:16
ORD004555,U02194,R0029,completed,23.67,ios,2024-12-28 02:42:40
ORD004556,U00723,R0003,completed,18.74,android,2024-12-28 10:52:34
ORD004557,U04416,R0009,completed,43.38,web,2024-12-28 04:51:25
ORD004558,U03469,R0036,completed,46.31,android,2024-12-28 13:00:48
ORD004559,U03441,R0040,completed,58.72,android,2024-12-28 14:34:26
ORD004560,U04764,R0039,completed,48.71,web,2024-12-28 13:27:35
ORD004561,U03000,R0011,completed,43.12,web,2024-12-28 15:05:05
ORD004562,U00612,R0040,completed,57.11,web,2024-12-28 18:33:55
ORD004563,U00125,R0037,completed,26.02,ios,2024-12-28 12:08:39
ORD004564,U03337,R0019,completed,53.17,android,2024-12-28 10:43:42
ORD004565,U00796,R0016,completed,47.66,ios,2024-12-28 20:53:20
ORD004566,U01108,R0011,completed,25.67,android,2024-12-28 12:53:38
ORD004567,U00955,R0043,completed,40.11,ios,2024-12-28 21:48:07
ORD004568,U01797,R0006,completed,59.76,web,2024-12-28 20:49:42
ORD004569,U04768,R0027,completed,50.86,web,2024-12-28 09:39:26
ORD004570,U03270,R0031,completed,40.27,android,2024-12-28 01:33:00
ORD004571,U04292,R0001,cancelled,23.96,ios,2024-12-28 04:00:52
ORD004572,U04273,R0035,completed,28.77,android,2024-12-28 10:36:05
ORD004573,U02560,R0040,cancelled,35.68,ios,2024-12-28 21:01:23
ORD004574,U04877,R0034,completed,44.04,ios,2024-12-28 07:10:39
ORD004575,U01707,R0048,completed,27.26,android,2024-12-28 20:09:15
ORD004576,U00692,R0028,cancelled,16.50,android,2024-12-28 18:39:58
ORD004577,U04141,R0036,completed,43.07,android,2024-12-28 18:10:04
ORD004578,U00925,R0003,completed,19.38,ios,2024-12-28 07:58:26
ORD004579,U04421,R0048,completed,41.98,web,2024-12-28 11:30:43
ORD004580,U01487,R0045,completed,16.51,ios,2024-12-28 20:29:53
ORD004581,U04681,R0028,completed,45.18,android,2024-12-28 22:03:38
ORD004582,U01767,R0013,completed,18.45,web,2024-12-28 19:45:40
ORD004583,U01287,R0014,completed,32.26,ios,2024-12-28 10:30:05
ORD004584,U04546,R0050,completed,46.24,ios,2024-12-28 12:30:24
ORD004585,U00992,R0015,completed,51.88,web,2024-12-28 13:23:02
ORD004586,U01509,R0020,completed,51.80,android,2024-12-28 14:05:31
ORD004587,U04023,R0043,completed,59.12,web,2024-12-28 20:13:26
ORD004588,U00711,R0026,completed,18.68,ios,2024-12-28 13:47:50
ORD004589,U02007,R0015,completed,48.12,web,2024-12-28 10:10:09
ORD004590,U03431,R0021,completed,36.65,web,2024-12-28 14:25:13
ORD004591,U02445,R0003,completed,19.60,android,2024-12-28 14:35:34
ORD004592,U01379,R0037,completed,29.46,ios,2024-12-28 14:11:43
ORD004593,U02182,R0044,completed,59.37,ios,2024-12-28 21:21:33
ORD004594,U02005,R0018,cancelled,59.17,ios,2024-12-28 08:52:18
ORD004595,U00641,R0010,cancelled,33.80,web,2024-12-28 08:40:17
ORD004596,U00719,R0013,completed,55.23,web,2024-12-28 20:50:21
ORD004597,U02482,R0027,completed,15.57,android,2024-12-28 08:40:09
ORD004598,U01189,R0032,completed,26.61,ios,2024-12-28 08:34:19
ORD004599,U04826,R0037,completed,54.76,ios,2024-12-28 15:15:45
ORD004600,U03888,R0017,completed,32.54,ios,2024-12-28 01:09:52
ORD004601,U03472,R0047,completed,39.97,web,2024-12-28 15:07:40
ORD004602,U02449,R0028,completed,44.86,android,2024-12-28 18:07:09
ORD004603,U03557,R0042,completed,59.32,ios,2024-12-28 18:29:24
ORD004604,U04055,R0037,completed,22.09,ios,2024-12-28 16:57:40
ORD004605,U00937,R0036,completed,57.93,web,2024-12-28 21:44:19
ORD004606,U02664,R0046,completed,39.51,ios,2024-12-28 11:20:29
ORD004607,U02815,R0019,completed,51.51,ios,2024-12-28 23:02:03
ORD004608,U04637,R0043,completed,32.39,ios,2024-12-28 21:55:10
ORD004609,U03840,R0044,completed,38.50,web,2024-12-28 08:16:11
ORD004610,U00250,R0019,completed,33.88,web,2024-12-28 22:20:10
ORD004611,U04655,R0041,completed,17.78,ios,2024-12-28 20:30:08
ORD004612,U04678,R0030,cancelled,40.76,ios,2024-12-28 04:54:03
ORD004613,U00477,R0013,cancelled,16.73,ios,2024-12-28 05:50:31
ORD004614,U04660,R0002,completed,47.50,android,2024-12-28 08:05:53
ORD004615,U01818,R0012,completed,26.08,ios,2024-12-28 06:36:39
ORD004616,U03209,R0001,completed,56.80,ios,2024-12-28 09:07:35
ORD004617,U03614,R0013,completed,18.19,ios,2024-12-28 11:47:34
ORD004618,U03662,R0029,completed,55.16,ios,2024-12-28 18:27:08
ORD004619,U04420,R0044,completed,58.35,android,2024-12-28 22:45:26
ORD004620,U03759,R0023,completed,18.84,ios,2024-12-28 11:55:16
ORD004621,U04387,R0013,completed,36.71,web,2024-12-28 19:04:50
ORD004622,U03452,R0010,completed,25.60,ios,2024-12-28 21:48:33
ORD004623,U00323,R0050,completed,16.21,android,2024-12-28 12:58:22
ORD004624,U01932,R0022,completed,43.15,ios,2024-12-28 18:32:55
ORD004625,U01009,R0013,completed,54.94,android,2024-12-28 22:12:41
ORD004626,U00466,R0026,completed,21.96,ios,2024-12-28 22:03:08
ORD004627,U00215,R0041,completed,37.41,android,2024-12-28 13:57:25
ORD004628,U00430,R0016,completed,19.08,ios,2024-12-28 18:27:01
ORD004629,U00124,R0018,completed,55.34,ios,2024-12-28 02:21:21
ORD004630,U01294,R0048,completed,17.92,android,2024-12-28 15:12:17
ORD004631,U00660,R0042,cancelled,44.29,ios,2024-12-28 17:11:50
ORD004632,U03353,R0045,cancelled,40.26,android,2024-12-28 18:08:20
ORD004633,U03160,R0029,completed,54.97,ios,2024-12-28 08:58:16
ORD004634,U03497,R0003,completed,38.46,android,2024-12-28 04:24:01
ORD004635,U02194,R0018,completed,15.59,ios,2024-12-28 18:24:56
ORD004636,U04714,R0027,cancelled,40.46,web,2024-12-28 21:55:12
ORD004637,U01887,R0019,completed,29.53,ios,2024-12-28 14:17:42
ORD004638,U01686,R0048,completed,49.19,ios,2024-12-28 11:23:50
ORD004639,U02267,R0020,completed,41.33,android,2024-12-28 21:50:21
ORD004640,U03344,R0033,cancelled,33.45,web,2024-12-28 22:39:06
ORD004641,U04400,R0020,failed,44.32,ios,2024-12-28 14:52:37
ORD004642,U00939,R0029,completed,44.42,ios,2024-12-28 22:01:27
ORD004643,U00975,R0009,completed,30.48,ios,2024-12-28 12:09:44
ORD004644,U04001,R0011,completed,57.79,android,2024-12-28 15:57:44
ORD004645,U02990,R0031,completed,17.31,ios,2024-12-28 12:25:52
ORD004646,U00178,R0050,failed,45.33,ios,2024-12-28 20:43:36
ORD004647,U03413,R0029,completed,56.32,android,2024-12-28 13:50:41
ORD004648,U02967,R0045,completed,40.05,ios,2024-12-28 07:21:25
ORD004649,U02968,R0028,completed,33.53,ios,2024-12-28 23:22:04
ORD004650,U03523,R0005,completed,33.99,ios,2024-12-28 08:46:40
ORD004651,U03599,R0007,completed,50.40,ios,2024-12-28 11:58:09
ORD004652,U04763,R0043,completed,28.16,web,2024-12-28 16:33:22
ORD004653,U01059,R0028,cancelled,58.22,web,2024-12-28 11:49:34
ORD004654,U02644,R0018,completed,48.02,ios,2024-12-28 12:35:02
ORD004655,U03861,R0041,completed,44.20,web,2024-12-28 13:52:08
ORD004656,U02452,R0007,cancelled,27.00,android,2024-12-28 08:11:39
ORD004657,U03288,R0034,completed,37.60,ios,2024-12-28 11:37:12
ORD004658,U03338,R0041,cancelled,47.46,web,2024-12-28 17:49:44
ORD004659,U02082,R0045,completed,28.56,ios,2024-12-28 02:32:04
ORD004660,U00857,R0040,completed,30.19,android,2024-12-28 08:37:42
ORD004661,U03245,R0011,completed,21.03,ios,2024-12-28 10:04:19
ORD004662,U04406,R0015,completed,18.57,web,2024-12-28 23:30:52
ORD004663,U03620,R0029,completed,43.35,web,2024-12-28 00:55:39
ORD004664,U03827,R0037,completed,49.57,android,2024-12-28 21:14:05
ORD004665,U03951,R0012,completed,15.78,android,2024-12-28 11:14:37
ORD004666,U02965,R0016,cancelled,49.08,ios,2024-12-28 14:22:53
ORD004667,U00713,R0039,completed,44.91,android,2024-12-28 14:44:33
ORD004668,U01387,R0013,completed,18.45,web,2024-12-28 15:05:16
ORD004669,U02744,R0029,completed,33.66,web,2024-12-28 13:00:56
ORD004670,U01594,R0004,cancelled,52.49,ios,2024-12-28 15:31:03
ORD004671,U02161,R0041,completed,52.59,web,2024-12-28 14:09:48
ORD004672,U04524,R0018,cancelled,17.52,android,2024-12-28 09:32:59
ORD004673,U03930,R0035,completed,50.78,ios,2024-12-28 13:10:58
ORD004674,U04537,R0037,completed,35.87,android,2024-12-28 18:46:02
ORD004675,U00813,R0005,completed,37.66,android,2024-12-28 17:01:27
ORD004676,U03314,R0042,completed,17.52,ios,2024-12-28 12:23:14
ORD004677,U00220,R0004,completed,50.91,ios,2024-12-28 21:05:26
ORD004678,U01292,R0030,completed,35.02,ios,2024-12-28 16:36:59
ORD004679,U01974,R0044,completed,19.21,ios,2024-12-28 18:06:53
ORD004680,U03836,R0038,completed,38.27,ios,2024-12-28 19:57:11
ORD004681,U00645,R0033,cancelled,31.65,android,2024-12-28 21:03:59
ORD004682,U02819,R0044,completed,57.54,ios,2024-12-28 09:37:17
ORD004683,U04417,R0026,completed,43.31,ios,2024-12-28 13:07:07
ORD004684,U02540,R0003,cancelled,48.57,android,2024-12-28 02:36:10
ORD004685,U04492,R0015,completed,34.94,ios,2024-12-28 13:20:22
ORD004686,U04462,R0031,completed,55.11,android,2024-12-28 23:21:30
ORD004687,U00425,R0013,completed,26.94,ios,2024-12-28 14:51:20
ORD004688,U03617,R0032,completed,58.95,ios,2024-12-28 18:41:59
ORD004689,U03616,R0015,cancelled,44.19,android,2024-12-28 14:22:53
ORD004690,U03967,R0002,cancelled,32.92,android,2024-12-28 16:14:07
ORD004691,U01129,R0045,completed,31.19,ios,2024-12-28 04:38:38
ORD004692,U00525,R0012,completed,43.11,web,2024-12-28 09:46:52
ORD004693,U04089,R0007,cancelled,24.81,ios,2024-12-28 00:56:20
ORD004694,U00127,R0030,completed,35.93,web,2024-12-28 06:37:05
ORD004695,U02434,R0046,completed,30.36,ios,2024-12-28 10:30:38
ORD004696,U03562,R0015,completed,38.48,ios,2024-12-28 11:46:17
ORD004697,U02824,R0008,completed,42.89,web,2024-12-28 20:57:52
ORD004698,U00255,R0001,completed,23.57,android,2024-12-28 12:29:49
ORD004699,U04364,R0023,completed,36.53,web,2024-12-28 03:04:21
ORD004700,U00115,R0047,completed,50.50,ios,2024-12-28 20:14:13
ORD004701,U02878,R0012,completed,33.47,android,2024-12-28 20:19:25
ORD004702,U03363,R0024,completed,35.17,ios,2024-12-28 06:56:02
ORD004703,U02130,R0028,completed,57.97,web,2024-12-28 13:54:11
ORD004704,U02447,R0005,completed,27.30,android,2024-12-28 06:23:22
ORD004705,U00955,R0044,completed,33.25,ios,2024-12-28 16:31:36
ORD004706,U04257,R0017,completed,15.44,ios,2024-12-28 19:21:35
