event_id,user_id,session_id,event_type,platform,device,app_version,timestamp
E0011829,U02392,S0003567,restaurant_view,android,Pixel 7,4.2.1,2024-12-26 20:58:05
E0011830,U00043,S0003568,app_open,android,Pixel 7,4.2.1,2024-12-26 13:06:18
E0011831,U00043,S0003568,restaurant_view,android,Pixel 7,4.2.1,2024-12-26 13:06:48
E0011832,U00232,S0003569,app_open,web,Chrome,4.2.1,2024-12-26 12:01:39
E0011833,U00232,S0003569,restaurant_view,web,Chrome,4.2.1,2024-12-26 12:02:02
E0011834,U00232,S0003569,add_to_cart,web,Chrome,4.2.1,2024-12-26 12:02:17
E0011835,U00232,S0003569,checkout_start,web,Chrome,4.2.1,2024-12-26 12:02:59
E0011836,U03931,S0003570,app_open,android,Samsung S23,4.2.1,2024-12-26 09:17:54
E0011837,U03931,S0003570,restaurant_view,android,Samsung S23,4.2.1,2024-12-26 09:18:28
E0011838,U03931,S0003570,add_to_cart,android,Samsung S23,4.2.1,2024-12-26 09:18:44
E0011839,U03931,S0003570,checkout_start,android,Samsung S23,4.2.1,2024-12-26 09:19:08
E0011840,U00199,S0003571,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-26 21:14:21
E0011841,U00199,S0003571,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-26 21:15:02
E0011842,U04379,S0003572,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-26 21:32:12
E0011843,U04379,S0003572,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-26 21:32:35
E0011844,U03480,S0003573,app_open,ios,iPhone 14,4.2.1,2024-12-26 21:53:17
E0011845,U03480,S0003573,restaurant_view,ios,iPhone 14,4.2.1,2024-12-26 21:53:57
E0011846,U03480,S0003573,add_to_cart,ios,iPhone 14,4.2.1,2024-12-26 21:54:26
E0011847,U04379,S0003574,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-26 18:26:21
E0011848,U04379,S0003574,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-26 18:26:52
E0011849,U04379,S0003574,add_to_cart,android,Samsung S23 Ultra,4.2.1,2024-12-26 18:27:32
E0011850,U00201,S0003575,app_open,android,Samsung A54,4.2.1,2024-12-26 09:57:15
E0011851,U00201,S0003575,restaurant_view,android,Samsung A54,4.2.1,2024-12-26 09:57:22
E0011852,U01085,S0003576,app_open,web,Edge,4.2.1,2024-12-26 08:12:10
E0011853,U00007,S0003577,app_open,android,Pixel 7 Pro,4.2.1,2024-12-26 11:11:54
E0011854,U00007,S0003577,restaurant_view,android,Pixel 7 Pro,4.2.1,2024-12-26 11:12:10
E0011855,U03488,S0003578,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 18:42:51
E0011856,U03488,S0003578,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 18:43:10
E0011857,U01689,S0003579,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-26 11:05:00
E0011858,U01689,S0003579,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-26 11:05:42
E0011859,U01424,S0003580,app_open,web,Safari,4.2.1,2024-12-26 18:52:08
E0011860,U03343,S0003581,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 14:55:07
E0011861,U03343,S0003581,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 14:55:23
E0011862,U03343,S0003581,add_to_cart,ios,iPhone 15 Pro,4.2.1,2024-12-26 14:55:30
E0011863,U03343,S0003581,checkout_start,ios,iPhone 15 Pro,4.2.1,2024-12-26 14:56:14
E0011864,U03343,S0003581,payment_attempt,ios,iPhone 15 Pro,4.2.1,2024-12-26 14:56:36
E0011865,U02901,S0003582,app_open,web,Safari,4.2.1,2024-12-26 11:39:17
E0011866,U02901,S0003582,restaurant_view,web,Safari,4.2.1,2024-12-26 11:39:36
E0011867,U02540,S0003583,app_open,android,Samsung A54,4.2.1,2024-12-26 14:02:39
E0011868,U02540,S0003583,restaurant_view,android,Samsung A54,4.2.1,2024-12-26 14:02:51
E0011869,U02540,S0003583,add_to_cart,android,Samsung A54,4.2.1,2024-12-26 14:03:19
E0011870,U02540,S0003583,checkout_start,android,Samsung A54,4.2.1,2024-12-26 14:03:25
E0011871,U02540,S0003583,payment_attempt,android,Samsung A54,4.2.1,2024-12-26 14:04:05
E0011872,U02540,S0003583,order_complete,android,Samsung A54,4.2.1,2024-12-26 14:04:39
E0011873,U00670,S0003584,app_open,web,Edge,4.2.1,2024-12-26 20:08:50
E0011874,U00670,S0003584,restaurant_view,web,Edge,4.2.1,2024-12-26 20:09:09
E0011875,U00670,S0003584,add_to_cart,web,Edge,4.2.1,2024-12-26 20:09:14
E0011876,U00670,S0003584,checkout_start,web,Edge,4.2.1,2024-12-26 20:09:59
E0011877,U00670,S0003584,payment_attempt,web,Edge,4.2.1,2024-12-26 20:10:24
E0011878,U00670,S0003584,order_complete,web,Edge,4.2.1,2024-12-26 20:10:33
E0011879,U00852,S0003585,app_open,ios,iPhone 14,4.2.1,2024-12-26 02:51:26
E0011880,U00852,S0003585,restaurant_view,ios,iPhone 14,4.2.1,2024-12-26 02:51:29
E0011881,U00852,S0003585,add_to_cart,ios,iPhone 14,4.2.1,2024-12-26 02:52:07
E0011882,U00852,S0003585,checkout_start,ios,iPhone 14,4.2.1,2024-12-26 02:52:31
E0011883,U00852,S0003585,payment_attempt,ios,iPhone 14,4.2.1,2024-12-26 02:53:09
E0011884,U00852,S0003585,order_complete,ios,iPhone 14,4.2.1,2024-12-26 02:53:34
E0011885,U00807,S0003586,app_open,ios,iPhone 14,4.2.1,2024-12-26 11:08:23
E0011886,U02898,S0003587,app_open,ios,iPhone SE,4.2.1,2024-12-26 14:26:29
E0011887,U04377,S0003588,app_open,ios,iPhone 15,4.2.1,2024-12-26 07:06:28
E0011888,U00827,S0003589,app_open,android,Samsung S23,4.2.1,2024-12-26 20:57:38
E0011889,U04778,S0003590,app_open,ios,iPhone 14,4.2.1,2024-12-26 06:08:03
E0011890,U04778,S0003590,restaurant_view,ios,iPhone 14,4.2.1,2024-12-26 06:08:16
E0011891,U04778,S0003590,add_to_cart,ios,iPhone 14,4.2.1,2024-12-26 06:08:59
E0011892,U00842,S0003591,app_open,android,Samsung S23,4.2.1,2024-12-26 12:28:24
E0011893,U00842,S0003591,restaurant_view,android,Samsung S23,4.2.1,2024-12-26 12:28:53
E0011894,U00842,S0003591,add_to_cart,android,Samsung S23,4.2.1,2024-12-26 12:29:30
E0011895,U01939,S0003592,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 13:24:00
E0011896,U01939,S0003592,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 13:24:13
E0011897,U01939,S0003592,add_to_cart,ios,iPhone 15 Pro,4.2.1,2024-12-26 13:24:48
E0011898,U04579,S0003593,app_open,ios,iPhone SE,4.2.1,2024-12-26 19:21:50
E0011899,U04579,S0003593,restaurant_view,ios,iPhone SE,4.2.1,2024-12-26 19:22:13
E0011900,U04579,S0003593,add_to_cart,ios,iPhone SE,4.2.1,2024-12-26 19:22:51
E0011901,U01818,S0003594,app_open,ios,iPhone SE,4.2.1,2024-12-26 20:31:51
E0011902,U01818,S0003594,restaurant_view,ios,iPhone SE,4.2.1,2024-12-26 20:32:25
E0011903,U01818,S0003594,add_to_cart,ios,iPhone SE,4.2.1,2024-12-26 20:32:47
E0011904,U02614,S0003595,app_open,android,Samsung A54,4.2.1,2024-12-26 08:19:59
E0011905,U02614,S0003595,restaurant_view,android,Samsung A54,4.2.1,2024-12-26 08:20:43
E0011906,U02614,S0003595,add_to_cart,android,Samsung A54,4.2.1,2024-12-26 08:20:56
E0011907,U02614,S0003595,checkout_start,android,Samsung A54,4.2.1,2024-12-26 08:21:13
E0011908,U02614,S0003595,payment_attempt,android,Samsung A54,4.2.1,2024-12-26 08:21:22
E0011909,U02614,S0003595,order_complete,android,Samsung A54,4.2.1,2024-12-26 08:21:39
E0011910,U00240,S0003596,app_open,android,Pixel 7,4.2.1,2024-12-26 12:13:42
E0011911,U00240,S0003596,restaurant_view,android,Pixel 7,4.2.1,2024-12-26 12:14:21
E0011912,U00284,S0003597,app_open,android,Samsung A54,4.2.1,2024-12-26 21:45:32
E0011913,U01256,S0003598,app_open,ios,iPhone 14,4.2.1,2024-12-26 09:40:39
E0011914,U01256,S0003598,restaurant_view,ios,iPhone 14,4.2.1,2024-12-26 09:41:05
E0011915,U00061,S0003599,app_open,ios,iPhone 15,4.2.1,2024-12-26 21:54:14
E0011916,U00061,S0003599,restaurant_view,ios,iPhone 15,4.2.1,2024-12-26 21:54:33
E0011917,U00552,S0003600,app_open,android,Pixel 7,4.2.1,2024-12-26 13:45:24
E0011918,U00552,S0003600,restaurant_view,android,Pixel 7,4.2.1,2024-12-26 13:46:08
E0011919,U00552,S0003600,add_to_cart,android,Pixel 7,4.2.1,2024-12-26 13:46:19
E0011920,U00552,S0003600,checkout_start,android,Pixel 7,4.2.1,2024-12-26 13:46:53
E0011921,U00552,S0003600,payment_attempt,android,Pixel 7,4.2.1,2024-12-26 13:47:19
E0011922,U00552,S0003600,order_complete,android,Pixel 7,4.2.1,2024-12-26 13:47:58
E0011923,U03920,S0003601,app_open,ios,iPhone SE,4.2.1,2024-12-26 19:13:44
E0011924,U00444,S0003602,app_open,web,Safari,4.2.1,2024-12-26 21:22:49
E0011925,U00444,S0003602,restaurant_view,web,Safari,4.2.1,2024-12-26 21:23:13
E0011926,U00444,S0003602,add_to_cart,web,Safari,4.2.1,2024-12-26 21:23:26
E0011927,U00444,S0003602,checkout_start,web,Safari,4.2.1,2024-12-26 21:23:53
E0011928,U00444,S0003602,payment_attempt,web,Safari,4.2.1,2024-12-26 21:24:06
E0011929,U00444,S0003602,order_complete,web,Safari,4.2.1,2024-12-26 21:24:44
E0011930,U03753,S0003603,app_open,web,Chrome,4.2.1,2024-12-26 23:56:39
E0011931,U03753,S0003603,restaurant_view,web,Chrome,4.2.1,2024-12-26 23:56:46
E0011932,U03753,S0003603,add_to_cart,web,Chrome,4.2.1,2024-12-26 23:57:12
E0011933,U04952,S0003604,app_open,web,Edge,4.2.1,2024-12-26 11:35:56
E0011934,U04952,S0003604,restaurant_view,web,Edge,4.2.1,2024-12-26 11:36:13
E0011935,U04952,S0003604,add_to_cart,web,Edge,4.2.1,2024-12-26 11:36:44
E0011936,U04952,S0003604,checkout_start,web,Edge,4.2.1,2024-12-26 11:37:05
E0011937,U04952,S0003604,payment_attempt,web,Edge,4.2.1,2024-12-26 11:37:28
E0011938,U04952,S0003604,order_complete,web,Edge,4.2.1,2024-12-26 11:38:11
E0011939,U02806,S0003605,app_open,web,Firefox,4.2.1,2024-12-26 19:57:00
E0011940,U02806,S0003605,restaurant_view,web,Firefox,4.2.1,2024-12-26 19:57:39
E0011941,U02806,S0003605,add_to_cart,web,Firefox,4.2.1,2024-12-26 19:58:23
E0011942,U02806,S0003605,checkout_start,web,Firefox,4.2.1,2024-12-26 19:58:26
E0011943,U02806,S0003605,payment_attempt,web,Firefox,4.2.1,2024-12-26 19:58:45
E0011944,U02806,S0003605,order_complete,web,Firefox,4.2.1,2024-12-26 19:59:07
E0011945,U00590,S0003606,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-26 23:28:34
E0011946,U02653,S0003607,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 04:46:03
E0011947,U02653,S0003607,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 04:46:22
E0011948,U02431,S0003608,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 21:13:16
E0011949,U02431,S0003608,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 21:13:28
E0011950,U04534,S0003609,app_open,ios,iPhone 15,4.2.1,2024-12-26 13:55:40
E0011951,U04871,S0003610,app_open,ios,iPhone 14,4.2.1,2024-12-26 12:35:06
E0011952,U04871,S0003610,restaurant_view,ios,iPhone 14,4.2.1,2024-12-26 12:35:09
E0011953,U04871,S0003610,add_to_cart,ios,iPhone 14,4.2.1,2024-12-26 12:35:47
E0011954,U04871,S0003610,checkout_start,ios,iPhone 14,4.2.1,2024-12-26 12:36:17
E0011955,U04871,S0003610,payment_attempt,ios,iPhone 14,4.2.1,2024-12-26 12:36:32
E0011956,U04871,S0003610,order_complete,ios,iPhone 14,4.2.1,2024-12-26 12:37:12
E0011957,U01411,S0003611,app_open,android,Samsung S23,4.2.1,2024-12-26 17:50:29
E0011958,U00120,S0003612,app_open,ios,iPhone 14 Pro,4.2.1,2024-12-26 21:30:55
E0011959,U00120,S0003612,restaurant_view,ios,iPhone 14 Pro,4.2.1,2024-12-26 21:31:04
E0011960,U00120,S0003612,add_to_cart,ios,iPhone 14 Pro,4.2.1,2024-12-26 21:31:34
E0011961,U00120,S0003612,checkout_start,ios,iPhone 14 Pro,4.2.1,2024-12-26 21:31:57
E0011962,U00120,S0003612,payment_attempt,ios,iPhone 14 Pro,4.2.1,2024-12-26 21:32:27
E0011963,U00120,S0003612,order_complete,ios,iPhone 14 Pro,4.2.1,2024-12-26 21:33:09
E0011964,U04556,S0003613,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-26 12:12:33
E0011965,U04556,S0003613,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-26 12:13:01
E0011966,U04556,S0003613,add_to_cart,android,Samsung S23 Ultra,4.2.1,2024-12-26 12:13:29
E0011967,U04556,S0003613,checkout_start,android,Samsung S23 Ultra,4.2.1,2024-12-26 12:14:13
E0011968,U04556,S0003613,payment_attempt,android,Samsung S23 Ultra,4.2.1,2024-12-26 12:14:16
E0011969,U04556,S0003613,order_complete,android,Samsung S23 Ultra,4.2.1,2024-12-26 12:14:26
E0011970,U03226,S0003614,app_open,android,Samsung A54,4.2.1,2024-12-26 19:57:26
E0011971,U03226,S0003614,restaurant_view,android,Samsung A54,4.2.1,2024-12-26 19:57:32
E0011972,U03226,S0003614,add_to_cart,android,Samsung A54,4.2.1,2024-12-26 19:57:36
E0011973,U00921,S0003615,app_open,web,Edge,4.2.1,2024-12-26 11:02:38
E0011974,U00921,S0003615,restaurant_view,web,Edge,4.2.1,2024-12-26 11:02:42
E0011975,U02753,S0003616,app_open,android,Pixel 7 Pro,4.2.1,2024-12-26 22:49:54
E0011976,U01591,S0003617,app_open,ios,iPhone SE,4.2.1,2024-12-26 11:59:29
E0011977,U01591,S0003617,restaurant_view,ios,iPhone SE,4.2.1,2024-12-26 12:00:01
E0011978,U01591,S0003617,add_to_cart,ios,iPhone SE,4.2.1,2024-12-26 12:00:09
E0011979,U01591,S0003617,checkout_start,ios,iPhone SE,4.2.1,2024-12-26 12:00:16
E0011980,U01591,S0003617,payment_attempt,ios,iPhone SE,4.2.1,2024-12-26 12:00:26
E0011981,U01591,S0003617,order_complete,ios,iPhone SE,4.2.1,2024-12-26 12:00:45
E0011982,U03777,S0003618,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-26 13:14:14
E0011983,U03777,S0003618,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-26 13:14:17
E0011984,U02958,S0003619,app_open,android,Samsung A54,4.2.1,2024-12-26 22:20:36
E0011985,U02958,S0003619,restaurant_view,android,Samsung A54,4.2.1,2024-12-26 22:20:58
E0011986,U02958,S0003619,add_to_cart,android,Samsung A54,4.2.1,2024-12-26 22:21:26
E0011987,U02958,S0003619,checkout_start,android,Samsung A54,4.2.1,2024-12-26 22:22:02
E0011988,U02958,S0003619,payment_attempt,android,Samsung A54,4.2.1,2024-12-26 22:22:47
E0011989,U02958,S0003619,order_complete,android,Samsung A54,4.2.1,2024-12-26 22:23:03
E0011990,U01178,S0003620,app_open,ios,iPhone 14,4.2.1,2024-12-26 21:41:53
E0011991,U04086,S0003621,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 11:02:10
E0011992,U00302,S0003622,app_open,web,Edge,4.2.1,2024-12-26 21:34:39
E0011993,U00302,S0003622,restaurant_view,web,Edge,4.2.1,2024-12-26 21:34:54
E0011994,U00302,S0003622,add_to_cart,web,Edge,4.2.1,2024-12-26 21:35:35
E0011995,U00302,S0003622,checkout_start,web,Edge,4.2.1,2024-12-26 21:35:52
E0011996,U00302,S0003622,payment_attempt,web,Edge,4.2.1,2024-12-26 21:36:17
E0011997,U00302,S0003622,order_complete,web,Edge,4.2.1,2024-12-26 21:36:30
E0011998,U00140,S0003623,app_open,web,Firefox,4.2.1,2024-12-26 13:12:48
E0011999,U00140,S0003623,restaurant_view,web,Firefox,4.2.1,2024-12-26 13:13:06
E0012000,U00140,S0003623,add_to_cart,web,Firefox,4.2.1,2024-12-26 13:13:36
E0012001,U02218,S0003624,app_open,ios,iPhone 14 Pro,4.2.1,2024-12-26 05:09:52
E0012002,U02218,S0003624,restaurant_view,ios,iPhone 14 Pro,4.2.1,2024-12-26 05:10:24
E0012003,U02218,S0003624,add_to_cart,ios,iPhone 14 Pro,4.2.1,2024-12-26 05:11:07
E0012004,U02218,S0003624,checkout_start,ios,iPhone 14 Pro,4.2.1,2024-12-26 05:11:37
E0012005,U02218,S0003624,payment_attempt,ios,iPhone 14 Pro,4.2.1,2024-12-26 05:11:57
E0012006,U02218,S0003624,order_complete,ios,iPhone 14 Pro,4.2.1,2024-12-26 05:12:08
E0012007,U00490,S0003625,app_open,android,Samsung S23,4.2.1,2024-12-26 20:19:13
E0012008,U02988,S0003626,app_open,android,Pixel 7 Pro,4.2.1,2024-12-26 19:19:05
E0012009,U02988,S0003626,restaurant_view,android,Pixel 7 Pro,4.2.1,2024-12-26 19:19:10
E0012010,U02988,S0003626,add_to_cart,android,Pixel 7 Pro,4.2.1,2024-12-26 19:19:54
E0012011,U02988,S0003626,checkout_start,android,Pixel 7 Pro,4.2.1,2024-12-26 19:20:10
E0012012,U02988,S0003626,payment_attempt,android,Pixel 7 Pro,4.2.1,2024-12-26 19:20:14
E0012013,U02988,S0003626,order_complete,android,Pixel 7 Pro,4.2.1,2024-12-26 19:20:57
E0012014,U01348,S0003627,app_open,android,Samsung S23,4.2.1,2024-12-26 17:02:43
E0012015,U01348,S0003627,restaurant_view,android,Samsung S23,4.2.1,2024-12-26 17:03:05
E0012016,U01348,S0003627,add_to_cart,android,Samsung S23,4.2.1,2024-12-26 17:03:14
E0012017,U01348,S0003627,checkout_start,android,Samsung S23,4.2.1,2024-12-26 17:03:26
E0012018,U01348,S0003627,payment_attempt,android,Samsung S23,4.2.1,2024-12-26 17:03:44
E0012019,U01348,S0003627,order_complete,android,Samsung S23,4.2.1,2024-12-26 17:04:07
E0012020,U01383,S0003628,app_open,ios,iPhone SE,4.2.1,2024-12-26 16:50:22
E0012021,U01383,S0003628,restaurant_view,ios,iPhone SE,4.2.1,2024-12-26 16:51:01
E0012022,U01383,S0003628,add_to_cart,ios,iPhone SE,4.2.1,2024-12-26 16:51:05
E0012023,U01383,S0003628,checkout_start,ios,iPhone SE,4.2.1,2024-12-26 16:51:12
E0012024,U01383,S0003628,payment_attempt,ios,iPhone SE,4.2.1,2024-12-26 16:51:49
E0012025,U01383,S0003628,order_complete,ios,iPhone SE,4.2.1,2024-12-26 16:51:59
E0012026,U02781,S0003629,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-26 19:10:03
E0012027,U02781,S0003629,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-26 19:10:32
E0012028,U04129,S0003630,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 13:25:57
E0012029,U04129,S0003630,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 13:26:15
E0012030,U04129,S0003630,add_to_cart,ios,iPhone 15 Pro,4.2.1,2024-12-26 13:26:42
E0012031,U04129,S0003630,checkout_start,ios,iPhone 15 Pro,4.2.1,2024-12-26 13:27:14
E0012032,U04129,S0003630,payment_attempt,ios,iPhone 15 Pro,4.2.1,2024-12-26 13:27:59
E0012033,U04129,S0003630,order_complete,ios,iPhone 15 Pro,4.2.1,2024-12-26 13:28:38
E0012034,U04608,S0003631,app_open,ios,iPhone SE,4.2.1,2024-12-26 09:20:41
E0012035,U04608,S0003631,restaurant_view,ios,iPhone SE,4.2.1,2024-12-26 09:21:02
E0012036,U04608,S0003631,add_to_cart,ios,iPhone SE,4.2.1,2024-12-26 09:21:44
E0012037,U04608,S0003631,checkout_start,ios,iPhone SE,4.2.1,2024-12-26 09:21:56
E0012038,U04608,S0003631,payment_attempt,ios,iPhone SE,4.2.1,2024-12-26 09:22:22
E0012039,U04608,S0003631,order_complete,ios,iPhone SE,4.2.1,2024-12-26 09:22:48
E0012040,U03805,S0003632,app_open,web,Edge,4.2.1,2024-12-26 11:26:12
E0012041,U03805,S0003632,restaurant_view,web,Edge,4.2.1,2024-12-26 11:26:24
E0012042,U03805,S0003632,add_to_cart,web,Edge,4.2.1,2024-12-26 11:26:42
E0012043,U03805,S0003632,checkout_start,web,Edge,4.2.1,2024-12-26 11:27:03
E0012044,U03805,S0003632,payment_attempt,web,Edge,4.2.1,2024-12-26 11:27:42
E0012045,U03805,S0003632,order_complete,web,Edge,4.2.1,2024-12-26 11:28:24
E0012046,U04873,S0003633,app_open,android,Samsung S23,4.2.1,2024-12-26 11:12:11
E0012047,U04380,S0003634,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 09:35:58
E0012048,U04380,S0003634,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 09:36:14
E0012049,U04380,S0003634,add_to_cart,ios,iPhone 15 Pro,4.2.1,2024-12-26 09:36:20
E0012050,U04380,S0003634,checkout_start,ios,iPhone 15 Pro,4.2.1,2024-12-26 09:36:36
E0012051,U04380,S0003634,payment_attempt,ios,iPhone 15 Pro,4.2.1,2024-12-26 09:37:10
E0012052,U04380,S0003634,order_complete,ios,iPhone 15 Pro,4.2.1,2024-12-26 09:37:28
E0012053,U03476,S0003635,app_open,web,Chrome,4.2.1,2024-12-26 12:19:19
E0012054,U01254,S0003636,app_open,ios,iPhone SE,4.2.1,2024-12-26 11:15:21
E0012055,U01254,S0003636,restaurant_view,ios,iPhone SE,4.2.1,2024-12-26 11:15:37
E0012056,U01254,S0003636,add_to_cart,ios,iPhone SE,4.2.1,2024-12-26 11:15:41
E0012057,U01254,S0003636,checkout_start,ios,iPhone SE,4.2.1,2024-12-26 11:15:59
E0012058,U01254,S0003636,payment_attempt,ios,iPhone SE,4.2.1,2024-12-26 11:16:27
E0012059,U01254,S0003636,order_complete,ios,iPhone SE,4.2.1,2024-12-26 11:17:05
E0012060,U03615,S0003637,app_open,ios,iPhone 15,4.2.1,2024-12-26 05:32:06
E0012061,U03615,S0003637,restaurant_view,ios,iPhone 15,4.2.1,2024-12-26 05:32:39
E0012062,U03615,S0003637,add_to_cart,ios,iPhone 15,4.2.1,2024-12-26 05:32:51
E0012063,U04472,S0003638,app_open,android,Samsung S23,4.2.1,2024-12-26 22:44:12
E0012064,U04472,S0003638,restaurant_view,android,Samsung S23,4.2.1,2024-12-26 22:44:15
E0012065,U04472,S0003638,add_to_cart,android,Samsung S23,4.2.1,2024-12-26 22:44:33
E0012066,U01436,S0003639,app_open,android,Samsung A54,4.2.1,2024-12-26 13:32:08
E0012067,U01436,S0003639,restaurant_view,android,Samsung A54,4.2.1,2024-12-26 13:32:18
E0012068,U01436,S0003639,add_to_cart,android,Samsung A54,4.2.1,2024-12-26 13:32:50
E0012069,U01436,S0003639,checkout_start,android,Samsung A54,4.2.1,2024-12-26 13:32:57
E0012070,U01436,S0003639,payment_attempt,android,Samsung A54,4.2.1,2024-12-26 13:33:10
E0012071,U01436,S0003639,order_complete,android,Samsung A54,4.2.1,2024-12-26 13:33:38
E0012072,U01808,S0003640,app_open,ios,iPhone 14,4.2.1,2024-12-26 20:27:33
E0012073,U01808,S0003640,restaurant_view,ios,iPhone 14,4.2.1,2024-12-26 20:27:39
E0012074,U01101,S0003641,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 03:36:52
E0012075,U01101,S0003641,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 03:37:15
E0012076,U04477,S0003642,app_open,web,Safari,4.2.1,2024-12-26 21:05:40
E0012077,U04477,S0003642,restaurant_view,web,Safari,4.2.1,2024-12-26 21:06:22
E0012078,U02995,S0003643,app_open,ios,iPhone 14,4.2.1,2024-12-26 10:14:25
E0012079,U02995,S0003643,restaurant_view,ios,iPhone 14,4.2.1,2024-12-26 10:15:03
E0012080,U04099,S0003644,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-26 11:13:03
E0012081,U04099,S0003644,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-26 11:13:43
E0012082,U04099,S0003644,add_to_cart,android,Samsung S23 Ultra,4.2.1,2024-12-26 11:14:16
E0012083,U04099,S0003644,checkout_start,android,Samsung S23 Ultra,4.2.1,2024-12-26 11:14:44
E0012084,U04099,S0003644,payment_attempt,android,Samsung S23 Ultra,4.2.1,2024-12-26 11:15:28
E0012085,U04099,S0003644,order_complete,android,Samsung S23 Ultra,4.2.1,2024-12-26 11:15:52
E0012086,U04860,S0003645,app_open,ios,iPhone 15,4.2.1,2024-12-26 19:34:57
E0012087,U04860,S0003645,restaurant_view,ios,iPhone 15,4.2.1,2024-12-26 19:35:35
E0012088,U00948,S0003646,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 22:19:57
E0012089,U00948,S0003646,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 22:20:27
E0012090,U04530,S0003647,app_open,web,Safari,4.2.1,2024-12-26 04:07:39
E0012091,U04530,S0003647,restaurant_view,web,Safari,4.2.1,2024-12-26 04:08:07
E0012092,U04530,S0003647,add_to_cart,web,Safari,4.2.1,2024-12-26 04:08:14
E0012093,U04530,S0003647,checkout_start,web,Safari,4.2.1,2024-12-26 04:08:17
E0012094,U04530,S0003647,payment_attempt,web,Safari,4.2.1,2024-12-26 04:08:49
E0012095,U04530,S0003647,order_complete,web,Safari,4.2.1,2024-12-26 04:09:18
E0012096,U02301,S0003648,app_open,ios,iPhone SE,4.2.1,2024-12-26 18:51:25
E0012097,U02301,S0003648,restaurant_view,ios,iPhone SE,4.2.1,2024-12-26 18:52:06
E0012098,U02301,S0003648,add_to_cart,ios,iPhone SE,4.2.1,2024-12-26 18:52:18
E0012099,U00358,S0003649,app_open,ios,iPhone 14,4.2.1,2024-12-26 10:25:43
E0012100,U00358,S0003649,restaurant_view,ios,iPhone 14,4.2.1,2024-12-26 10:26:26
E0012101,U01406,S0003650,app_open,android,Pixel 7 Pro,4.2.1,2024-12-26 10:04:29
E0012102,U01406,S0003650,restaurant_view,android,Pixel 7 Pro,4.2.1,2024-12-26 10:05:01
E0012103,U01406,S0003650,add_to_cart,android,Pixel 7 Pro,4.2.1,2024-12-26 10:05:45
E0012104,U01406,S0003650,checkout_start,android,Pixel 7 Pro,4.2.1,2024-12-26 10:06:28
E0012105,U01406,S0003650,payment_attempt,android,Pixel 7 Pro,4.2.1,2024-12-26 10:06:59
E0012106,U01406,S0003650,order_complete,android,Pixel 7 Pro,4.2.1,2024-12-26 10:07:20
E0012107,U01079,S0003651,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-26 15:30:24
E0012108,U01079,S0003651,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-26 15:30:54
E0012109,U01079,S0003651,add_to_cart,ios,iPhone 15 Pro,4.2.1,2024-12-26 15:31:22
E0012110,U01079,S0003651,checkout_start,ios,iPhone 15 Pro,4.2.1,2024-12-26 15:32:04
E0012111,U01079,S0003651,payment_attempt,ios,iPhone 15 Pro,4.2.1,2024-12-26 15:32:45
E0012112,U01079,S0003651,order_complete,ios,iPhone 15 Pro,4.2.1,2024-12-26 15:33:22
E0012113,U04788,S0003652,app_open,android,Pixel 7 Pro,4.2.1,2024-12-26 17:38:13
