order_item_id,order_id,item_id,quantity
OI008277,ORD003432,MI00206,2
OI008278,ORD003432,MI00207,2
OI008279,ORD003433,MI00188,1
OI008280,ORD003433,MI00184,3
OI008281,ORD003433,MI00185,2
OI008282,ORD003434,MI00277,1
OI008283,ORD003434,MI00277,1
OI008284,ORD003435,MI00087,2
OI008285,ORD003435,MI00084,1
OI008286,ORD003435,MI00085,2
OI008287,ORD003436,MI00166,1
OI008288,ORD003436,MI00171,1
OI008289,ORD003436,MI00166,1
OI008290,ORD003437,MI00178,1
OI008291,ORD003438,MI00128,1
OI008292,ORD003438,MI00132,1
OI008293,ORD003438,MI00126,1
OI008294,ORD003439,MI00279,1
OI008295,ORD003439,MI00277,1
OI008296,ORD003439,MI00276,2
OI008297,ORD003439,MI00276,1
OI008298,ORD003440,MI00061,2
OI008299,ORD003441,MI00090,2
OI008300,ORD003441,MI00094,2
OI008301,ORD003442,MI00122,1
OI008302,ORD003442,MI00125,1
OI008303,ORD003442,MI00125,1
OI008304,ORD003443,MI00263,2
OI008305,ORD003443,MI00264,1
OI008306,ORD003443,MI00263,2
OI008307,ORD003444,MI00196,2
OI008308,ORD003444,MI00195,2
OI008309,ORD003445,MI00192,1
OI008310,ORD003445,MI00190,2
OI008311,ORD003446,MI00212,1
OI008312,ORD003446,MI00215,3
OI008313,ORD003447,MI00234,1
OI008314,ORD003447,MI00233,1
OI008315,ORD003448,MI00275,2
OI008316,ORD003448,MI00277,1
OI008317,ORD003449,MI00126,1
OI008318,ORD003449,MI00130,2
OI008319,ORD003450,MI00118,1
OI008320,ORD003450,MI00119,2
OI008321,ORD003450,MI00121,1
OI008322,ORD003450,MI00121,2
OI008323,ORD003451,MI00096,2
OI008324,ORD003451,MI00096,1
OI008325,ORD003452,MI00273,2
OI008326,ORD003452,MI00272,2
OI008327,ORD003453,MI00073,1
OI008328,ORD003453,MI00074,1
OI008329,ORD003453,MI00073,1
OI008330,ORD003453,MI00074,1
OI008331,ORD003454,MI00229,1
OI008332,ORD003454,MI00231,1
OI008333,ORD003454,MI00232,1
OI008334,ORD003455,MI00104,1
OI008335,ORD003455,MI00101,1
OI008336,ORD003456,MI00275,1
OI008337,ORD003456,MI00279,2
OI008338,ORD003456,MI00279,2
OI008339,ORD003457,MI00175,2
OI008340,ORD003457,MI00174,1
OI008341,ORD003457,MI00173,1
OI008342,ORD003458,MI00179,1
OI008343,ORD003458,MI00181,1
OI008344,ORD003459,MI00222,1
OI008345,ORD003460,MI00195,2
OI008346,ORD003461,MI00251,3
OI008347,ORD003461,MI00257,1
OI008348,ORD003461,MI00252,1
OI008349,ORD003461,MI00251,1
OI008350,ORD003462,MI00146,1
OI008351,ORD003462,MI00146,3
OI008352,ORD003463,MI00116,1
OI008353,ORD003463,MI00116,1
OI008354,ORD003464,MI00228,1
OI008355,ORD003464,MI00225,1
OI008356,ORD003465,MI00257,1
OI008357,ORD003465,MI00253,1
OI008358,ORD003466,MI00144,1
OI008359,ORD003466,MI00140,1
OI008360,ORD003466,MI00142,2
OI008361,ORD003467,MI00151,1
OI008362,ORD003468,MI00151,3
OI008363,ORD003468,MI00150,1
OI008364,ORD003468,MI00153,1
OI008365,ORD003469,MI00163,1
OI008366,ORD003469,MI00164,1
OI008367,ORD003469,MI00162,2
OI008368,ORD003470,MI00162,1
OI008369,ORD003470,MI00162,1
OI008370,ORD003471,MI00066,2
OI008371,ORD003471,MI00066,1
OI008372,ORD003472,MI00212,1
OI008373,ORD003472,MI00216,1
OI008374,ORD003473,MI00101,1
OI008375,ORD003473,MI00100,1
OI008376,ORD003474,MI00171,2
OI008377,ORD003474,MI00168,1
OI008378,ORD003474,MI00168,1
OI008379,ORD003475,MI00263,3
OI008380,ORD003475,MI00262,2
OI008381,ORD003476,MI00150,2
OI008382,ORD003476,MI00151,2
OI008383,ORD003477,MI00272,1
OI008384,ORD003477,MI00271,3
OI008385,ORD003478,MI00125,1
OI008386,ORD003478,MI00123,2
OI008387,ORD003478,MI00122,1
OI008388,ORD003479,MI00223,1
OI008389,ORD003479,MI00224,1
OI008390,ORD003479,MI00228,1
OI008391,ORD003480,MI00018,1
OI008392,ORD003480,MI00015,1
OI008393,ORD003480,MI00015,1
OI008394,ORD003481,MI00216,1
OI008395,ORD003482,MI00145,1
OI008396,ORD003482,MI00142,1
OI008397,ORD003483,MI00165,3
OI008398,ORD003483,MI00163,1
OI008399,ORD003483,MI00161,1
OI008400,ORD003484,MI00262,1
OI008401,ORD003484,MI00267,1
OI008402,ORD003484,MI00263,1
OI008403,ORD003485,MI00054,1
OI008404,ORD003485,MI00052,2
OI008405,ORD003486,MI00099,1
OI008406,ORD003486,MI00097,1
OI008407,ORD003487,MI00205,2
OI008408,ORD003487,MI00206,1
OI008409,ORD003488,MI00005,1
OI008410,ORD003488,MI00003,1
OI008411,ORD003488,MI00006,2
OI008412,ORD003489,MI00211,1
OI008413,ORD003490,MI00134,1
OI008414,ORD003490,MI00138,1
OI008415,ORD003491,MI00049,1
OI008416,ORD003492,MI00144,1
OI008417,ORD003492,MI00140,1
OI008418,ORD003492,MI00145,1
OI008419,ORD003493,MI00199,2
OI008420,ORD003493,MI00201,3
OI008421,ORD003494,MI00024,2
OI008422,ORD003494,MI00025,1
OI008423,ORD003494,MI00019,1
OI008424,ORD003494,MI00019,1
OI008425,ORD003495,MI00074,1
OI008426,ORD003495,MI00074,1
OI008427,ORD003496,MI00071,1
OI008428,ORD003496,MI00071,2
OI008429,ORD003497,MI00160,2
OI008430,ORD003497,MI00163,1
OI008431,ORD003497,MI00164,1
OI008432,ORD003498,MI00021,1
OI008433,ORD003499,MI00116,1
OI008434,ORD003499,MI00117,1
OI008435,ORD003499,MI00113,2
OI008436,ORD003500,MI00252,1
OI008437,ORD003500,MI00252,1
OI008438,ORD003501,MI00172,2
OI008439,ORD003501,MI00177,2
OI008440,ORD003502,MI00183,1
OI008441,ORD003503,MI00164,1
OI008442,ORD003503,MI00160,1
OI008443,ORD003503,MI00162,1
OI008444,ORD003504,MI00007,1
OI008445,ORD003504,MI00006,1
OI008446,ORD003505,MI00185,2
OI008447,ORD003505,MI00186,1
OI008448,ORD003505,MI00184,1
OI008449,ORD003506,MI00062,1
OI008450,ORD003506,MI00065,1
OI008451,ORD003506,MI00060,1
OI008452,ORD003506,MI00063,2
OI008453,ORD003507,MI00059,1
OI008454,ORD003507,MI00058,1
OI008455,ORD003507,MI00059,1
OI008456,ORD003508,MI00206,2
OI008457,ORD003508,MI00206,2
OI008458,ORD003509,MI00063,3
OI008459,ORD003509,MI00062,2
OI008460,ORD003509,MI00062,1
OI008461,ORD003510,MI00152,3
OI008462,ORD003510,MI00152,1
OI008463,ORD003510,MI00152,2
OI008464,ORD003511,MI00150,1
OI008465,ORD003511,MI00150,1
OI008466,ORD003511,MI00151,1
OI008467,ORD003512,MI00021,2
OI008468,ORD003512,MI00020,1
OI008469,ORD003512,MI00024,1
OI008470,ORD003513,MI00003,1
OI008471,ORD003513,MI00007,1
OI008472,ORD003514,MI00194,1
OI008473,ORD003514,MI00190,1
OI008474,ORD003515,MI00152,1
OI008475,ORD003515,MI00151,1
OI008476,ORD003515,MI00153,1
OI008477,ORD003516,MI00030,2
OI008478,ORD003516,MI00028,2
OI008479,ORD003516,MI00031,2
OI008480,ORD003516,MI00029,1
OI008481,ORD003517,MI00098,1
OI008482,ORD003517,MI00098,2
OI008483,ORD003517,MI00099,1
OI008484,ORD003518,MI00167,1
OI008485,ORD003518,MI00170,2
OI008486,ORD003519,MI00176,1
OI008487,ORD003520,MI00027,2
OI008488,ORD003520,MI00031,1
OI008489,ORD003520,MI00029,1
OI008490,ORD003520,MI00031,2
OI008491,ORD003521,MI00070,1
OI008492,ORD003521,MI00066,1
OI008493,ORD003522,MI00262,1
OI008494,ORD003522,MI00266,1
OI008495,ORD003523,MI00038,2
OI008496,ORD003523,MI00032,1
OI008497,ORD003524,MI00153,1
OI008498,ORD003524,MI00153,1
OI008499,ORD003525,MI00099,1
OI008500,ORD003525,MI00096,1
OI008501,ORD003525,MI00099,2
OI008502,ORD003526,MI00138,1
OI008503,ORD003526,MI00135,2
OI008504,ORD003527,MI00189,1
OI008505,ORD003527,MI00192,2
OI008506,ORD003528,MI00160,2
OI008507,ORD003528,MI00165,1
OI008508,ORD003528,MI00164,2
OI008509,ORD003529,MI00035,1
OI008510,ORD003529,MI00034,1
OI008511,ORD003529,MI00038,2
OI008512,ORD003529,MI00035,2
OI008513,ORD003530,MI00035,2
OI008514,ORD003530,MI00034,2
OI008515,ORD003531,MI00098,1
OI008516,ORD003531,MI00098,1
OI008517,ORD003531,MI00099,2
OI008518,ORD003532,MI00118,1
OI008519,ORD003532,MI00121,1
OI008520,ORD003532,MI00120,1
OI008521,ORD003533,MI00104,1
OI008522,ORD003533,MI00101,1
OI008523,ORD003534,MI00122,2
OI008524,ORD003535,MI00237,1
OI008525,ORD003535,MI00239,1
OI008526,ORD003536,MI00234,1
OI008527,ORD003537,MI00027,1
OI008528,ORD003537,MI00030,2
OI008529,ORD003537,MI00029,1
OI008530,ORD003538,MI00081,1
OI008531,ORD003538,MI00080,2
OI008532,ORD003539,MI00017,1
OI008533,ORD003540,MI00043,1
OI008534,ORD003540,MI00048,2
OI008535,ORD003541,MI00178,1
OI008536,ORD003541,MI00178,2
OI008537,ORD003541,MI00180,2
OI008538,ORD003542,MI00175,1
OI008539,ORD003543,MI00150,1
OI008540,ORD003543,MI00152,3
OI008541,ORD003543,MI00153,1
OI008542,ORD003544,MI00021,1
OI008543,ORD003544,MI00024,1
OI008544,ORD003545,MI00282,1
OI008545,ORD003545,MI00282,2
OI008546,ORD003545,MI00281,1
OI008547,ORD003546,MI00036,2
OI008548,ORD003546,MI00036,1
OI008549,ORD003546,MI00034,1
OI008550,ORD003547,MI00123,1
OI008551,ORD003547,MI00125,1
OI008552,ORD003547,MI00124,2
OI008553,ORD003548,MI00055,1
OI008554,ORD003548,MI00051,1
OI008555,ORD003549,MI00080,1
OI008556,ORD003549,MI00081,1
OI008557,ORD003550,MI00251,1
OI008558,ORD003551,MI00198,1
OI008559,ORD003551,MI00198,1
OI008560,ORD003552,MI00015,2
OI008561,ORD003552,MI00016,1
OI008562,ORD003552,MI00018,3
OI008563,ORD003553,MI00195,1
OI008564,ORD003553,MI00197,1
OI008565,ORD003554,MI00115,1
OI008566,ORD003554,MI00114,2
OI008567,ORD003555,MI00207,1
OI008568,ORD003555,MI00205,2
OI008569,ORD003556,MI00208,1
OI008570,ORD003556,MI00209,1
OI008571,ORD003556,MI00209,2
OI008572,ORD003557,MI00023,2
OI008573,ORD003558,MI00081,2
OI008574,ORD003558,MI00081,1
OI008575,ORD003558,MI00082,2
OI008576,ORD003559,MI00212,1
OI008577,ORD003559,MI00214,1
OI008578,ORD003559,MI00215,1
OI008579,ORD003560,MI00215,1
OI008580,ORD003560,MI00214,2
OI008581,ORD003561,MI00191,2
OI008582,ORD003562,MI00113,1
OI008583,ORD003562,MI00114,1
OI008584,ORD003562,MI00116,2
OI008585,ORD003563,MI00033,2
OI008586,ORD003563,MI00034,1
OI008587,ORD003564,MI00277,1
OI008588,ORD003564,MI00274,1
OI008589,ORD003565,MI00140,2
OI008590,ORD003565,MI00142,1
OI008591,ORD003565,MI00142,1
OI008592,ORD003566,MI00246,1
OI008593,ORD003567,MI00260,1
OI008594,ORD003567,MI00258,1
OI008595,ORD003567,MI00258,1
OI008596,ORD003568,MI00023,1
OI008597,ORD003568,MI00019,1
OI008598,ORD003568,MI00023,1
OI008599,ORD003569,MI00115,1
OI008600,ORD003569,MI00115,1
OI008601,ORD003569,MI00114,1
OI008602,ORD003570,MI00258,2
OI008603,ORD003570,MI00258,1
OI008604,ORD003570,MI00258,1
OI008605,ORD003570,MI00259,2
OI008606,ORD003571,MI00029,1
OI008607,ORD003571,MI00027,2
OI008608,ORD003571,MI00028,1
OI008609,ORD003572,MI00033,1
OI008610,ORD003572,MI00032,1
OI008611,ORD003573,MI00126,1
OI008612,ORD003573,MI00132,1
OI008613,ORD003573,MI00130,1
OI008614,ORD003574,MI00074,1
OI008615,ORD003574,MI00072,1
OI008616,ORD003574,MI00074,1
OI008617,ORD003575,MI00153,2
OI008618,ORD003575,MI00150,1
OI008619,ORD003576,MI00002,2
OI008620,ORD003576,MI00006,1
OI008621,ORD003576,MI00001,2
OI008622,ORD003577,MI00045,1
OI008623,ORD003577,MI00045,2
OI008624,ORD003578,MI00255,1
OI008625,ORD003579,MI00083,1
OI008626,ORD003580,MI00185,1
OI008627,ORD003580,MI00185,1
OI008628,ORD003581,MI00152,1
OI008629,ORD003581,MI00150,2
OI008630,ORD003581,MI00153,1
OI008631,ORD003582,MI00179,1
OI008632,ORD003582,MI00180,1
OI008633,ORD003583,MI00258,2
OI008634,ORD003583,MI00260,2
OI008635,ORD003583,MI00261,1
OI008636,ORD003584,MI00149,1
OI008637,ORD003584,MI00149,1
OI008638,ORD003585,MI00211,1
OI008639,ORD003586,MI00265,1
OI008640,ORD003586,MI00268,1
OI008641,ORD003587,MI00273,2
OI008642,ORD003587,MI00271,1
OI008643,ORD003587,MI00271,2
OI008644,ORD003587,MI00272,3
OI008645,ORD003588,MI00027,2
OI008646,ORD003588,MI00030,2
OI008647,ORD003588,MI00028,2
OI008648,ORD003589,MI00033,2
OI008649,ORD003589,MI00036,1
OI008650,ORD003590,MI00059,1
OI008651,ORD003590,MI00059,1
OI008652,ORD003590,MI00058,1
OI008653,ORD003591,MI00028,1
OI008654,ORD003591,MI00029,2
OI008655,ORD003592,MI00165,1
OI008656,ORD003592,MI00162,1
OI008657,ORD003593,MI00283,1
OI008658,ORD003593,MI00283,2
OI008659,ORD003594,MI00171,2
OI008660,ORD003594,MI00168,2
OI008661,ORD003595,MI00264,2
OI008662,ORD003595,MI00267,1
OI008663,ORD003596,MI00172,1
OI008664,ORD003596,MI00176,3
OI008665,ORD003596,MI00175,1
OI008666,ORD003596,MI00175,1
OI008667,ORD003597,MI00151,2
OI008668,ORD003598,MI00041,2
OI008669,ORD003598,MI00042,2
OI008670,ORD003598,MI00042,1
OI008671,ORD003599,MI00222,2
OI008672,ORD003599,MI00222,1
OI008673,ORD003599,MI00221,1
OI008674,ORD003600,MI00117,2
OI008675,ORD003600,MI00116,1
OI008676,ORD003601,MI00149,1
OI008677,ORD003601,MI00146,3
OI008678,ORD003602,MI00058,1
OI008679,ORD003602,MI00056,1
OI008680,ORD003603,MI00061,1
OI008681,ORD003603,MI00063,1
OI008682,ORD003604,MI00232,1
OI008683,ORD003604,MI00232,1
OI008684,ORD003605,MI00067,2
OI008685,ORD003605,MI00066,1
OI008686,ORD003605,MI00070,1
OI008687,ORD003605,MI00071,1
OI008688,ORD003606,MI00187,2
OI008689,ORD003606,MI00184,1
OI008690,ORD003607,MI00054,2
OI008691,ORD003607,MI00052,2
OI008692,ORD003608,MI00012,3
OI008693,ORD003608,MI00008,2
OI008694,ORD003608,MI00013,1
OI008695,ORD003609,MI00215,2
OI008696,ORD003609,MI00216,1
OI008697,ORD003610,MI00138,1
OI008698,ORD003610,MI00139,1
OI008699,ORD003611,MI00083,2
OI008700,ORD003611,MI00086,2
OI008701,ORD003611,MI00083,2
OI008702,ORD003612,MI00123,1
OI008703,ORD003612,MI00125,1
OI008704,ORD003612,MI00125,2
OI008705,ORD003613,MI00264,1
OI008706,ORD003614,MI00119,2
OI008707,ORD003614,MI00121,1
OI008708,ORD003615,MI00193,2
OI008709,ORD003615,MI00192,2
OI008710,ORD003615,MI00189,3
OI008711,ORD003615,MI00194,1
OI008712,ORD003616,MI00048,1
OI008713,ORD003617,MI00191,1
OI008714,ORD003617,MI00193,1
OI008715,ORD003617,MI00190,1
OI008716,ORD003618,MI00154,1
OI008717,ORD003618,MI00155,1
OI008718,ORD003619,MI00279,1
OI008719,ORD003619,MI00280,2
OI008720,ORD003619,MI00276,3
OI008721,ORD003620,MI00141,1
OI008722,ORD003620,MI00143,1
OI008723,ORD003620,MI00140,1
OI008724,ORD003621,MI00142,1
OI008725,ORD003621,MI00140,2
OI008726,ORD003621,MI00141,2
OI008727,ORD003622,MI00086,1
OI008728,ORD003622,MI00088,1
OI008729,ORD003622,MI00085,1
OI008730,ORD003623,MI00123,1
OI008731,ORD003623,MI00124,1
OI008732,ORD003623,MI00124,1
OI008733,ORD003624,MI00148,2
OI008734,ORD003624,MI00147,2
OI008735,ORD003625,MI00238,1
OI008736,ORD003625,MI00241,1
OI008737,ORD003626,MI00172,2
OI008738,ORD003626,MI00177,1
OI008739,ORD003626,MI00175,1
OI008740,ORD003627,MI00270,1
OI008741,ORD003627,MI00273,1
OI008742,ORD003627,MI00273,1
OI008743,ORD003628,MI00168,1
OI008744,ORD003628,MI00167,3
OI008745,ORD003628,MI00168,1
OI008746,ORD003629,MI00212,3
OI008747,ORD003629,MI00211,2
OI008748,ORD003629,MI00215,1
OI008749,ORD003630,MI00057,2
OI008750,ORD003630,MI00057,3
OI008751,ORD003630,MI00056,1
OI008752,ORD003631,MI00198,1
OI008753,ORD003631,MI00198,2
OI008754,ORD003631,MI00196,1
OI008755,ORD003631,MI00196,3
OI008756,ORD003632,MI00085,1
OI008757,ORD003632,MI00089,2
OI008758,ORD003632,MI00088,1
OI008759,ORD003632,MI00084,3
OI008760,ORD003633,MI00134,1
OI008761,ORD003633,MI00137,1
OI008762,ORD003634,MI00168,1
OI008763,ORD003634,MI00169,1
OI008764,ORD003634,MI00171,1
OI008765,ORD003634,MI00169,1
OI008766,ORD003635,MI00175,1
OI008767,ORD003635,MI00174,1
OI008768,ORD003636,MI00052,1
OI008769,ORD003636,MI00049,2
OI008770,ORD003636,MI00050,1
OI008771,ORD003637,MI00082,1
OI008772,ORD003637,MI00081,1
OI008773,ORD003637,MI00080,1
OI008774,ORD003638,MI00079,1
OI008775,ORD003638,MI00082,1
OI008776,ORD003639,MI00138,1
OI008777,ORD003639,MI00137,2
OI008778,ORD003640,MI00037,1
OI008779,ORD003640,MI00034,1
OI008780,ORD003640,MI00036,3
OI008781,ORD003641,MI00231,1
OI008782,ORD003641,MI00232,2
OI008783,ORD003642,MI00180,1
OI008784,ORD003643,MI00023,1
OI008785,ORD003643,MI00022,2
OI008786,ORD003644,MI00158,2
OI008787,ORD003644,MI00158,3
OI008788,ORD003644,MI00154,2
OI008789,ORD003645,MI00185,1
OI008790,ORD003645,MI00187,1
OI008791,ORD003645,MI00188,1
OI008792,ORD003646,MI00080,1
OI008793,ORD003646,MI00080,1
OI008794,ORD003646,MI00082,2
OI008795,ORD003647,MI00153,3
OI008796,ORD003648,MI00203,1
OI008797,ORD003648,MI00203,1
OI008798,ORD003648,MI00200,2
OI008799,ORD003649,MI00035,2
OI008800,ORD003649,MI00035,2
OI008801,ORD003649,MI00033,1
OI008802,ORD003649,MI00038,1
OI008803,ORD003650,MI00249,1
OI008804,ORD003650,MI00250,1
OI008805,ORD003650,MI00246,1
OI008806,ORD003651,MI00101,1
OI008807,ORD003651,MI00104,2
OI008808,ORD003651,MI00103,1
OI008809,ORD003652,MI00128,1
OI008810,ORD003652,MI00127,3
OI008811,ORD003652,MI00132,2
OI008812,ORD003652,MI00132,3
OI008813,ORD003653,MI00174,1
OI008814,ORD003653,MI00174,1
OI008815,ORD003654,MI00058,1
OI008816,ORD003655,MI00126,1
OI008817,ORD003655,MI00130,1
OI008818,ORD003656,MI00101,1
OI008819,ORD003657,MI00056,1
OI008820,ORD003657,MI00057,1
OI008821,ORD003658,MI00027,1
OI008822,ORD003658,MI00029,1
OI008823,ORD003658,MI00030,2
OI008824,ORD003659,MI00236,1
OI008825,ORD003660,MI00180,2
OI008826,ORD003660,MI00182,1
OI008827,ORD003660,MI00179,3
OI008828,ORD003661,MI00015,1
OI008829,ORD003661,MI00017,1
OI008830,ORD003662,MI00220,1
OI008831,ORD003662,MI00218,3
OI008832,ORD003663,MI00129,1
OI008833,ORD003663,MI00130,1
OI008834,ORD003663,MI00128,1
OI008835,ORD003664,MI00061,1
OI008836,ORD003664,MI00063,2
OI008837,ORD003664,MI00064,1
OI008838,ORD003664,MI00063,1
OI008839,ORD003665,MI00028,1
OI008840,ORD003666,MI00093,1
OI008841,ORD003666,MI00094,1
OI008842,ORD003667,MI00251,1
OI008843,ORD003667,MI00253,2
OI008844,ORD003667,MI00257,1
OI008845,ORD003668,MI00116,1
OI008846,ORD003668,MI00117,1
OI008847,ORD003669,MI00112,1
OI008848,ORD003669,MI00117,1
OI008849,ORD003669,MI00116,1
OI008850,ORD003670,MI00035,1
OI008851,ORD003670,MI00038,3
OI008852,ORD003670,MI00038,1
OI008853,ORD003671,MI00216,1
OI008854,ORD003671,MI00216,1
OI008855,ORD003672,MI00173,1
OI008856,ORD003672,MI00177,2
OI008857,ORD003673,MI00186,1
OI008858,ORD003673,MI00184,1
OI008859,ORD003674,MI00253,1
OI008860,ORD003674,MI00256,2
OI008861,ORD003674,MI00256,1
OI008862,ORD003675,MI00246,1
OI008863,ORD003676,MI00071,2
OI008864,ORD003676,MI00066,2
OI008865,ORD003677,MI00036,2
OI008866,ORD003677,MI00036,2
OI008867,ORD003678,MI00035,1
OI008868,ORD003679,MI00066,2
OI008869,ORD003679,MI00071,3
OI008870,ORD003680,MI00194,1
OI008871,ORD003680,MI00191,1
OI008872,ORD003680,MI00190,1
OI008873,ORD003681,MI00217,2
OI008874,ORD003681,MI00221,1
OI008875,ORD003682,MI00099,1
OI008876,ORD003682,MI00098,1
OI008877,ORD003682,MI00096,3
OI008878,ORD003683,MI00038,1
OI008879,ORD003684,MI00145,1
OI008880,ORD003684,MI00142,1
OI008881,ORD003684,MI00142,1
OI008882,ORD003685,MI00129,1
OI008883,ORD003685,MI00131,1
OI008884,ORD003685,MI00126,2
OI008885,ORD003686,MI00044,1
OI008886,ORD003686,MI00043,1
OI008887,ORD003687,MI00187,1
OI008888,ORD003687,MI00186,1
OI008889,ORD003688,MI00185,1
OI008890,ORD003688,MI00187,1
OI008891,ORD003689,MI00114,1
OI008892,ORD003689,MI00112,3
OI008893,ORD003690,MI00167,1
OI008894,ORD003690,MI00168,1
OI008895,ORD003690,MI00168,2
OI008896,ORD003691,MI00174,2
OI008897,ORD003691,MI00175,1
OI008898,ORD003691,MI00176,1
OI008899,ORD003692,MI00063,1
OI008900,ORD003693,MI00198,3
OI008901,ORD003693,MI00196,1
OI008902,ORD003694,MI00161,1
OI008903,ORD003694,MI00164,1
OI008904,ORD003695,MI00265,3
OI008905,ORD003695,MI00268,1
OI008906,ORD003695,MI00262,2
OI008907,ORD003696,MI00023,1
OI008908,ORD003696,MI00020,1
OI008909,ORD003696,MI00023,1
OI008910,ORD003697,MI00011,1
OI008911,ORD003698,MI00037,1
OI008912,ORD003698,MI00038,1
OI008913,ORD003699,MI00097,1
OI008914,ORD003699,MI00096,2
OI008915,ORD003700,MI00193,2
OI008916,ORD003700,MI00190,1
OI008917,ORD003700,MI00194,2
OI008918,ORD003701,MI00056,2
OI008919,ORD003701,MI00059,1
OI008920,ORD003701,MI00057,1
OI008921,ORD003702,MI00079,2
OI008922,ORD003703,MI00239,1
OI008923,ORD003703,MI00239,1
OI008924,ORD003703,MI00241,3
OI008925,ORD003704,MI00248,2
OI008926,ORD003705,MI00018,2
OI008927,ORD003705,MI00018,1
OI008928,ORD003705,MI00017,2
OI008929,ORD003706,MI00074,1
OI008930,ORD003707,MI00230,1
OI008931,ORD003707,MI00229,1
OI008932,ORD003707,MI00230,1
OI008933,ORD003708,MI00214,2
OI008934,ORD003708,MI00216,1
OI008935,ORD003708,MI00214,1
OI008936,ORD003709,MI00068,2
OI008937,ORD003709,MI00066,1
OI008938,ORD003710,MI00004,1
OI008939,ORD003710,MI00002,1
OI008940,ORD003710,MI00005,1
OI008941,ORD003711,MI00191,1
OI008942,ORD003711,MI00192,2
OI008943,ORD003711,MI00194,1
OI008944,ORD003711,MI00193,1
OI008945,ORD003712,MI00269,1
OI008946,ORD003712,MI00270,1
OI008947,ORD003712,MI00270,1
OI008948,ORD003713,MI00244,2
OI008949,ORD003713,MI00247,1
OI008950,ORD003714,MI00090,1
OI008951,ORD003715,MI00089,3
OI008952,ORD003715,MI00085,1
OI008953,ORD003716,MI00002,1
OI008954,ORD003716,MI00005,2
OI008955,ORD003717,MI00205,2
OI008956,ORD003718,MI00038,1
OI008957,ORD003718,MI00033,1
OI008958,ORD003718,MI00033,1
OI008959,ORD003719,MI00245,2
OI008960,ORD003719,MI00247,1
OI008961,ORD003720,MI00229,1
OI008962,ORD003720,MI00229,1
OI008963,ORD003720,MI00231,2
OI008964,ORD003721,MI00093,2
OI008965,ORD003721,MI00091,1
OI008966,ORD003722,MI00005,1
OI008967,ORD003722,MI00001,1
OI008968,ORD003722,MI00003,3
OI008969,ORD003723,MI00062,1
OI008970,ORD003724,MI00142,1
OI008971,ORD003724,MI00140,2
OI008972,ORD003725,MI00214,1
OI008973,ORD003725,MI00213,2
OI008974,ORD003725,MI00211,2
OI008975,ORD003725,MI00213,1
OI008976,ORD003726,MI00080,1
OI008977,ORD003726,MI00081,1
OI008978,ORD003726,MI00082,2
OI008979,ORD003726,MI00079,2
OI008980,ORD003727,MI00137,1
OI008981,ORD003727,MI00133,1
OI008982,ORD003728,MI00269,1
OI008983,ORD003729,MI00130,1
OI008984,ORD003729,MI00129,1
OI008985,ORD003730,MI00172,2
OI008986,ORD003730,MI00175,1
OI008987,ORD003730,MI00174,1
OI008988,ORD003730,MI00174,1
OI008989,ORD003731,MI00047,2
OI008990,ORD003731,MI00044,1
OI008991,ORD003731,MI00045,1
OI008992,ORD003732,MI00268,1
OI008993,ORD003732,MI00263,1
OI008994,ORD003733,MI00220,1
OI008995,ORD003734,MI00156,1
OI008996,ORD003734,MI00155,1
OI008997,ORD003735,MI00003,1
OI008998,ORD003736,MI00063,1
OI008999,ORD003736,MI00063,1
OI009000,ORD003737,MI00027,2
OI009001,ORD003737,MI00028,1
OI009002,ORD003738,MI00197,1
OI009003,ORD003738,MI00196,1
OI009004,ORD003739,MI00156,3
OI009005,ORD003739,MI00154,1
OI009006,ORD003740,MI00241,1
OI009007,ORD003741,MI00091,1
OI009008,ORD003741,MI00095,1
OI009009,ORD003742,MI00021,1
OI009010,ORD003742,MI00021,1
OI009011,ORD003743,MI00028,1
OI009012,ORD003743,MI00027,1
OI009013,ORD003743,MI00029,1
OI009014,ORD003744,MI00017,1
OI009015,ORD003744,MI00018,2
OI009016,ORD003745,MI00030,1
OI009017,ORD003746,MI00083,1
OI009018,ORD003746,MI00086,1
OI009019,ORD003747,MI00125,2
OI009020,ORD003747,MI00124,1
OI009021,ORD003748,MI00041,1
OI009022,ORD003748,MI00039,1
OI009023,ORD003748,MI00040,1
OI009024,ORD003749,MI00028,1
OI009025,ORD003749,MI00031,1
OI009026,ORD003749,MI00029,1
OI009027,ORD003750,MI00097,1
OI009028,ORD003751,MI00054,1
OI009029,ORD003751,MI00051,1
OI009030,ORD003751,MI00049,2
OI009031,ORD003752,MI00164,1
OI009032,ORD003752,MI00164,1
OI009033,ORD003753,MI00100,2
OI009034,ORD003753,MI00103,3
OI009035,ORD003754,MI00079,1
OI009036,ORD003754,MI00082,2
OI009037,ORD003755,MI00144,1
OI009038,ORD003755,MI00144,1
OI009039,ORD003756,MI00270,1
OI009040,ORD003756,MI00273,1
OI009041,ORD003757,MI00032,2
OI009042,ORD003757,MI00037,1
OI009043,ORD003757,MI00032,2
OI009044,ORD003758,MI00023,2
OI009045,ORD003758,MI00019,2
OI009046,ORD003758,MI00024,2
OI009047,ORD003758,MI00022,1
OI009048,ORD003759,MI00114,3
OI009049,ORD003759,MI00115,1
OI009050,ORD003760,MI00231,2
OI009051,ORD003760,MI00231,2
OI009052,ORD003760,MI00229,3
